respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample,east_youth,age_1990,age_2023,dose_years,born_after_1990,gdr_exposed,gdr_socialized_10plus
175,42,1.2075648348440184,3.0,1.0,4.0,2000.0,1.0,5.0,,50.0,8.0,42,1,1,1,1,0,-10.0,23.0,0.0,1,0,0
176,2,1.2075648348440184,1.0,1.0,4.0,1970.0,1.0,5.0,5500.0,50.0,8.0,2,0,0,1,1,0,20.0,53.0,0.0,0,0,0
177,6,0.5445972257083529,1.0,2.0,3.0,1971.0,2.0,5.0,3100.0,140.0,8.0,6,0,0,1,1,0,19.0,52.0,0.0,0,0,0
178,2,0.5445972257083529,1.0,2.0,1.0,1939.0,2.0,2.0,,160.0,17.0,2,0,0,1,1,1,51.0,84.0,18.0,0,1,1
179,3,0.5011444524580629,1.0,2.0,1.0,1983.0,1.0,5.0,3500.0,120.0,12.0,3,0,0,1,1,1,7.0,40.0,7.0,0,1,0
180,91,1.2038247711023997,1.0,1.0,4.0,1952.0,2.0,2.0,1875.0,50.0,8.0,91,0,,1,0,0,38.0,71.0,0.0,0,0,0
181,2,1.2075648348440184,1.0,1.0,4.0,1950.0,2.0,5.0,,30.0,1.0,2,0,0,1,1,0,40.0,73.0,0.0,0,0,0
182,-7,1.2075648348440184,1.0,1.0,4.0,1948.0,1.0,3.0,1625.0,50.0,8.0,-7,,,0,0,0,42.0,75.0,0.0,0,0,0
183,-7,0.5011444524580629,1.0,2.0,1.0,1949.0,2.0,5.0,1800.0,140.0,17.0,-7,,,0,0,1,41.0,74.0,18.0,0,1,1
184,-50,1.2524284086434012,3.0,1.0,,1987.0,1.0,5.0,2000.0,80.0,95.0,-50,,,0,0,,3.0,36.0,,0,,
185,-8,0.5011444524580629,1.0,2.0,1.0,1954.0,2.0,3.0,750.0,140.0,15.0,-8,,,0,0,1,36.0,69.0,18.0,0,1,1
186,42,1.2524284086434012,1.0,1.0,,1978.0,2.0,3.0,800.0,50.0,18.0,42,1,1,1,1,,12.0,45.0,,0,,
187,-8,1.2524284086434012,1.0,1.0,4.0,1944.0,2.0,2.0,1200.0,90.0,2.0,-8,,,0,0,0,46.0,79.0,0.0,0,0,0
188,2,0.5408545025487828,1.0,2.0,1.0,1939.0,1.0,4.0,1625.0,160.0,17.0,2,0,0,1,1,1,51.0,84.0,18.0,0,1,1
189,1,1.2075648348440184,1.0,1.0,4.0,1984.0,2.0,4.0,2800.0,90.0,1.0,1,0,0,1,1,0,6.0,39.0,0.0,0,0,0
190,2,1.2524284086434012,1.0,1.0,4.0,1945.0,2.0,2.0,1188.0,10.0,11.0,2,0,0,1,1,0,45.0,78.0,0.0,0,0,0
191,2,1.2524284086434012,1.0,1.0,4.0,1958.0,2.0,5.0,,60.0,6.0,2,0,0,1,1,0,32.0,65.0,0.0,0,0,0
192,4,1.2524284086434012,1.0,1.0,4.0,1989.0,1.0,5.0,3750.0,80.0,1.0,4,0,0,1,1,0,1.0,34.0,0.0,0,0,0
193,-42,1.2075648348440184,1.0,1.0,4.0,1961.0,2.0,4.0,,10.0,8.0,-42,,,0,0,0,29.0,62.0,0.0,0,0,0
194,-7,1.2038247711023997,1.0,1.0,4.0,2003.0,1.0,3.0,935.0,90.0,2.0,-7,,,0,0,0,-13.0,20.0,0.0,1,0,0
195,-50,1.2524284086434012,3.0,1.0,,1981.0,1.0,5.0,3250.0,50.0,95.0,-50,,,0,0,,9.0,42.0,,0,,
196,-50,1.2038247711023997,3.0,1.0,,1991.0,1.0,5.0,2375.0,30.0,95.0,-50,,,0,0,,-1.0,32.0,,1,,
197,4,0.5445972257083529,1.0,2.0,1.0,2004.0,1.0,5.0,,140.0,15.0,4,0,0,1,1,1,-14.0,19.0,0.0,1,0,0
198,2,1.2524284086434012,1.0,1.0,4.0,1948.0,1.0,2.0,1245.0,50.0,8.0,2,0,0,1,1,0,42.0,75.0,0.0,0,0,0
199,2,1.2038247711023997,1.0,1.0,4.0,1959.0,2.0,5.0,3250.0,90.0,7.0,2,0,0,1,1,0,31.0,64.0,0.0,0,0,0
200,3,1.2524284086434012,1.0,1.0,4.0,1990.0,1.0,3.0,2300.0,30.0,7.0,3,0,0,1,1,0,0.0,33.0,0.0,0,0,0
201,1,1.2524284086434012,1.0,1.0,4.0,1965.0,2.0,3.0,1242.0,80.0,1.0,1,0,0,1,1,0,25.0,58.0,0.0,0,0,0
202,3,1.2038247711023997,1.0,1.0,4.0,1967.0,2.0,5.0,1875.0,80.0,1.0,3,0,0,1,1,0,23.0,56.0,0.0,0,0,0
203,42,1.2038247711023997,2.0,1.0,4.0,1974.0,2.0,3.0,1875.0,70.0,9.0,42,1,1,1,1,0,16.0,49.0,0.0,0,0,0
204,-8,0.5408545025487828,1.0,2.0,1.0,1944.0,2.0,3.0,1063.0,120.0,12.0,-8,,,0,0,1,46.0,79.0,18.0,0,1,1
205,42,0.5445972257083529,1.0,2.0,1.0,1957.0,1.0,2.0,1063.0,140.0,15.0,42,1,1,1,1,1,33.0,66.0,18.0,0,1,1
206,1,1.2524284086434012,1.0,1.0,2.0,1949.0,2.0,3.0,960.0,111.0,12.0,1,0,0,1,1,1,41.0,74.0,18.0,0,1,1
207,91,0.5011444524580629,1.0,2.0,1.0,1979.0,1.0,3.0,2125.0,120.0,12.0,91,0,,1,0,1,11.0,44.0,11.0,0,1,1
208,4,1.2038247711023997,1.0,1.0,4.0,1969.0,2.0,5.0,,70.0,9.0,4,0,0,1,1,0,21.0,54.0,0.0,0,0,0
209,-50,0.5011444524580629,3.0,2.0,,1989.0,2.0,5.0,150.0,150.0,95.0,-50,,,0,0,,1.0,34.0,,0,,
210,4,1.2075648348440184,1.0,1.0,4.0,2003.0,2.0,5.0,,30.0,7.0,4,0,0,1,1,0,-13.0,20.0,0.0,1,0,0
211,4,0.5445972257083529,1.0,2.0,3.0,1966.0,1.0,4.0,3250.0,130.0,7.0,4,0,0,1,1,0,24.0,57.0,0.0,0,0,0
212,-8,1.2524284086434012,1.0,1.0,4.0,1963.0,1.0,4.0,1000.0,50.0,8.0,-8,,,0,0,0,27.0,60.0,0.0,0,0,0
213,4,1.2524284086434012,1.0,1.0,4.0,1977.0,2.0,5.0,1600.0,90.0,2.0,4,0,0,1,1,0,13.0,46.0,0.0,0,0,0
214,-9,1.2038247711023997,1.0,1.0,4.0,1969.0,1.0,3.0,1625.0,30.0,7.0,-9,,,0,0,0,21.0,54.0,0.0,0,0,0
215,42,0.5408545025487828,1.0,2.0,1.0,1982.0,1.0,3.0,3100.0,140.0,15.0,42,1,1,1,1,1,8.0,41.0,8.0,0,1,0
216,-7,1.2075648348440184,1.0,1.0,4.0,1975.0,2.0,2.0,,50.0,8.0,-7,,,0,0,0,15.0,48.0,0.0,0,0,0
217,42,0.5408545025487828,1.0,2.0,1.0,1988.0,1.0,3.0,1560.0,120.0,12.0,42,1,1,1,1,1,2.0,35.0,2.0,0,1,0
218,-8,1.2075648348440184,1.0,1.0,4.0,1952.0,1.0,2.0,3000.0,90.0,6.0,-8,,,0,0,0,38.0,71.0,0.0,0,0,0
219,4,1.2075648348440184,1.0,1.0,4.0,1965.0,1.0,2.0,3250.0,80.0,1.0,4,0,0,1,1,0,25.0,58.0,0.0,0,0,0
220,6,0.5011444524580629,1.0,2.0,1.0,1978.0,2.0,3.0,1300.0,112.0,13.0,6,0,0,1,1,1,12.0,45.0,12.0,0,1,1
221,1,1.2038247711023997,1.0,1.0,4.0,1938.0,1.0,5.0,1313.0,80.0,1.0,1,0,0,1,1,0,52.0,85.0,0.0,0,0,0
222,-50,1.2524284086434012,3.0,1.0,,1968.0,2.0,5.0,2300.0,20.0,95.0,-50,,,0,0,,22.0,55.0,,0,,
223,1,0.5408545025487828,1.0,2.0,1.0,1935.0,2.0,2.0,2625.0,140.0,15.0,1,0,0,1,1,1,55.0,88.0,18.0,0,1,1
224,-9,1.2038247711023997,1.0,1.0,4.0,2003.0,2.0,5.0,938.0,50.0,8.0,-9,,,0,0,0,-13.0,20.0,0.0,1,0,0
225,1,1.2038247711023997,1.0,1.0,,1949.0,2.0,2.0,,111.0,95.0,1,0,0,1,1,,41.0,74.0,,0,,
226,42,0.5445972257083529,1.0,2.0,1.0,1987.0,2.0,3.0,2375.0,150.0,15.0,42,1,1,1,1,1,3.0,36.0,3.0,0,1,0
227,2,1.2038247711023997,1.0,1.0,4.0,1959.0,2.0,2.0,1188.0,70.0,9.0,2,0,0,1,1,0,31.0,64.0,0.0,0,0,0
228,42,1.2038247711023997,1.0,1.0,4.0,1982.0,2.0,3.0,938.0,60.0,4.0,42,1,1,1,1,0,8.0,41.0,0.0,0,0,0
229,42,1.2524284086434012,1.0,1.0,4.0,1986.0,1.0,5.0,4000.0,60.0,6.0,42,1,1,1,1,0,4.0,37.0,0.0,0,0,0
230,4,0.5011444524580629,1.0,2.0,1.0,1961.0,1.0,2.0,1300.0,150.0,16.0,4,0,0,1,1,1,29.0,62.0,18.0,0,1,1
231,1,1.2038247711023997,2.0,1.0,,1971.0,1.0,3.0,938.0,60.0,95.0,1,0,0,1,1,,19.0,52.0,,0,,
232,-8,0.5011444524580629,1.0,2.0,1.0,2004.0,1.0,3.0,1625.0,140.0,15.0,-8,,,0,0,1,-14.0,19.0,0.0,1,0,0
233,1,0.5408545025487828,1.0,2.0,1.0,1955.0,2.0,5.0,1800.0,150.0,16.0,1,0,0,1,1,1,35.0,68.0,18.0,0,1,1
234,2,1.2524284086434012,1.0,1.0,4.0,1971.0,1.0,3.0,4000.0,90.0,2.0,2,0,0,1,1,0,19.0,52.0,0.0,0,0,0
235,-50,0.5445972257083529,3.0,2.0,,1941.0,1.0,5.0,2125.0,160.0,95.0,-50,,,0,0,,49.0,82.0,,0,,
236,3,1.2075648348440184,2.0,1.0,4.0,2002.0,2.0,5.0,688.0,50.0,8.0,3,0,0,1,1,0,-12.0,21.0,0.0,1,0,0
237,3,1.2038247711023997,1.0,1.0,4.0,1958.0,1.0,2.0,563.0,90.0,2.0,3,0,0,1,1,0,32.0,65.0,0.0,0,0,0
238,-8,0.5445972257083529,1.0,2.0,,1984.0,2.0,5.0,1200.0,140.0,95.0,-8,,,0,0,,6.0,39.0,,0,,
239,-9,1.2075648348440184,1.0,1.0,4.0,1971.0,2.0,3.0,,10.0,5.0,-9,,,0,0,0,19.0,52.0,0.0,0,0,0
240,90,1.2524284086434012,1.0,1.0,4.0,1968.0,1.0,2.0,2500.0,90.0,2.0,90,0,0,1,1,0,22.0,55.0,0.0,0,0,0
241,-8,1.2524284086434012,1.0,1.0,4.0,2004.0,2.0,3.0,,90.0,2.0,-8,,,0,0,0,-14.0,19.0,0.0,1,0,0
242,-8,1.2075648348440184,1.0,1.0,4.0,1962.0,1.0,4.0,4000.0,60.0,6.0,-8,,,0,0,0,28.0,61.0,0.0,0,0,0
243,42,1.2075648348440184,3.0,1.0,,1998.0,1.0,5.0,2125.0,20.0,95.0,42,1,1,1,1,,-8.0,25.0,,1,,
244,6,0.5011444524580629,1.0,2.0,1.0,1956.0,2.0,3.0,1800.0,130.0,14.0,6,0,0,1,1,1,34.0,67.0,18.0,0,1,1
245,1,0.5011444524580629,1.0,2.0,,1972.0,1.0,5.0,3000.0,150.0,95.0,1,0,0,1,1,,18.0,51.0,,0,,
246,3,1.2075648348440184,3.0,1.0,4.0,1996.0,2.0,3.0,1800.0,80.0,1.0,3,0,0,1,1,0,-6.0,27.0,0.0,1,0,0
247,3,1.2075648348440184,1.0,1.0,4.0,1944.0,1.0,4.0,1875.0,50.0,8.0,3,0,0,1,1,0,46.0,79.0,0.0,0,0,0
248,4,1.2075648348440184,1.0,1.0,4.0,1954.0,2.0,3.0,1625.0,90.0,2.0,4,0,0,1,1,0,36.0,69.0,0.0,0,0,0
249,6,0.5011444524580629,1.0,2.0,1.0,1974.0,2.0,5.0,3000.0,112.0,13.0,6,0,0,1,1,1,16.0,49.0,16.0,0,1,1
250,42,1.2038247711023997,1.0,1.0,4.0,1956.0,1.0,3.0,6750.0,70.0,9.0,42,1,1,1,1,0,34.0,67.0,0.0,0,0,0
251,1,1.2075648348440184,1.0,1.0,4.0,1949.0,1.0,5.0,,50.0,8.0,1,0,0,1,1,0,41.0,74.0,0.0,0,0,0
252,-50,0.5408545025487828,3.0,2.0,,1992.0,2.0,3.0,1000.0,150.0,95.0,-50,,,0,0,,-2.0,31.0,,1,,
253,2,1.2038247711023997,1.0,1.0,4.0,1980.0,1.0,5.0,3450.0,80.0,1.0,2,0,0,1,1,0,10.0,43.0,0.0,0,0,0
254,-7,0.5445972257083529,1.0,2.0,1.0,1963.0,2.0,3.0,2125.0,140.0,15.0,-7,,,0,0,1,27.0,60.0,18.0,0,1,1
255,1,0.5011444524580629,1.0,2.0,1.0,1947.0,1.0,2.0,1150.0,120.0,12.0,1,0,0,1,1,1,43.0,76.0,18.0,0,1,1
256,1,1.2075648348440184,1.0,1.0,4.0,1936.0,2.0,2.0,1438.0,10.0,11.0,1,0,0,1,1,0,54.0,87.0,0.0,0,0,0
257,-7,1.2075648348440184,1.0,1.0,4.0,1995.0,2.0,4.0,2400.0,50.0,8.0,-7,,,0,0,0,-5.0,28.0,0.0,1,0,0
258,1,0.5011444524580629,1.0,2.0,1.0,1975.0,2.0,5.0,3750.0,160.0,12.0,1,0,0,1,1,1,15.0,48.0,15.0,0,1,1
259,-8,0.5408545025487828,1.0,2.0,1.0,1954.0,1.0,5.0,1600.0,112.0,16.0,-8,,,0,0,1,36.0,69.0,18.0,0,1,1
260,42,1.2524284086434012,1.0,1.0,4.0,1988.0,2.0,4.0,1090.0,50.0,8.0,42,1,1,1,1,0,2.0,35.0,0.0,0,0,0
261,3,1.2524284086434012,1.0,1.0,4.0,1995.0,1.0,3.0,2375.0,60.0,6.0,3,0,0,1,1,0,-5.0,28.0,0.0,1,0,0
262,1,1.2524284086434012,1.0,1.0,4.0,1957.0,2.0,2.0,1875.0,50.0,8.0,1,0,0,1,1,0,33.0,66.0,0.0,0,0,0
263,-7,1.2075648348440184,1.0,1.0,4.0,1967.0,1.0,5.0,4250.0,111.0,6.0,-7,,,0,0,0,23.0,56.0,0.0,0,0,0
264,4,0.5011444524580629,1.0,2.0,1.0,1997.0,2.0,5.0,1313.0,112.0,13.0,4,0,0,1,1,1,-7.0,26.0,0.0,1,0,0
265,90,0.5011444524580629,1.0,2.0,1.0,1987.0,2.0,5.0,2625.0,160.0,17.0,90,0,0,1,1,1,3.0,36.0,3.0,0,1,0
266,-7,1.2075648348440184,1.0,1.0,4.0,1953.0,2.0,2.0,938.0,60.0,8.0,-7,,,0,0,0,37.0,70.0,0.0,0,0,0
267,42,0.5408545025487828,1.0,2.0,1.0,1965.0,2.0,3.0,1313.0,120.0,12.0,42,1,1,1,1,1,25.0,58.0,18.0,0,1,1
268,1,0.5011444524580629,1.0,2.0,1.0,1936.0,2.0,3.0,2125.0,140.0,15.0,1,0,0,1,1,1,54.0,87.0,18.0,0,1,1
269,4,1.2038247711023997,1.0,1.0,4.0,1952.0,2.0,2.0,1188.0,50.0,8.0,4,0,0,1,1,0,38.0,71.0,0.0,0,0,0
270,91,0.5445972257083529,3.0,2.0,,1984.0,2.0,4.0,,140.0,95.0,91,0,,1,0,,6.0,39.0,,0,,
271,-8,0.5408545025487828,1.0,2.0,1.0,,1.0,5.0,,150.0,16.0,-8,,,0,0,1,,,,,,
272,4,0.5011444524580629,1.0,2.0,3.0,1989.0,1.0,5.0,5000.0,112.0,1.0,4,0,0,1,1,0,1.0,34.0,0.0,0,0,0
273,4,1.2524284086434012,1.0,1.0,4.0,1959.0,2.0,3.0,1125.0,90.0,2.0,4,0,0,1,1,0,31.0,64.0,0.0,0,0,0
274,2,0.5011444524580629,1.0,2.0,1.0,1960.0,2.0,3.0,2000.0,140.0,15.0,2,0,0,1,1,1,30.0,63.0,18.0,0,1,1
275,2,0.5445972257083529,1.0,2.0,1.0,1949.0,2.0,3.0,563.0,160.0,17.0,2,0,0,1,1,1,41.0,74.0,18.0,0,1,1
276,2,1.2038247711023997,1.0,1.0,4.0,1965.0,2.0,3.0,1875.0,80.0,1.0,2,0,0,1,1,0,25.0,58.0,0.0,0,0,0
277,1,1.2524284086434012,1.0,1.0,4.0,1966.0,1.0,3.0,3000.0,30.0,7.0,1,0,0,1,1,0,24.0,57.0,0.0,0,0,0
278,4,1.2524284086434012,1.0,1.0,4.0,1969.0,1.0,5.0,6750.0,90.0,7.0,4,0,0,1,1,0,21.0,54.0,0.0,0,0,0
279,6,1.2524284086434012,1.0,1.0,4.0,1968.0,1.0,2.0,2500.0,30.0,7.0,6,0,0,1,1,0,22.0,55.0,0.0,0,0,0
280,2,1.2038247711023997,1.0,1.0,4.0,1944.0,2.0,2.0,600.0,90.0,2.0,2,0,0,1,1,0,46.0,79.0,0.0,0,0,0
281,2,0.5011444524580629,1.0,2.0,1.0,1954.0,2.0,2.0,900.0,140.0,15.0,2,0,0,1,1,1,36.0,69.0,18.0,0,1,1
282,-9,0.5445972257083529,1.0,2.0,1.0,1963.0,2.0,5.0,2375.0,140.0,15.0,-9,,,0,0,1,27.0,60.0,18.0,0,1,1
283,42,1.2524284086434012,1.0,1.0,4.0,1973.0,1.0,4.0,3400.0,90.0,8.0,42,1,1,1,1,0,17.0,50.0,0.0,0,0,0
284,1,1.2075648348440184,1.0,1.0,4.0,1982.0,1.0,5.0,3750.0,90.0,2.0,1,0,0,1,1,0,8.0,41.0,0.0,0,0,0
285,4,0.5408545025487828,1.0,2.0,1.0,1979.0,1.0,2.0,1600.0,130.0,14.0,4,0,0,1,1,1,11.0,44.0,11.0,0,1,1
286,2,1.2524284086434012,1.0,1.0,4.0,1953.0,2.0,5.0,,60.0,6.0,2,0,0,1,1,0,37.0,70.0,0.0,0,0,0
287,2,1.2038247711023997,1.0,1.0,4.0,1948.0,1.0,3.0,3000.0,50.0,8.0,2,0,0,1,1,0,42.0,75.0,0.0,0,0,0
288,4,1.2038247711023997,1.0,1.0,4.0,1983.0,1.0,5.0,4500.0,20.0,2.0,4,0,0,1,1,0,7.0,40.0,0.0,0,0,0
289,42,1.2075648348440184,,1.0,4.0,1963.0,1.0,2.0,,100.0,10.0,42,1,1,1,1,0,27.0,60.0,0.0,0,0,0
290,2,1.2038247711023997,1.0,1.0,4.0,1976.0,2.0,4.0,,30.0,8.0,2,0,0,1,1,0,14.0,47.0,0.0,0,0,0
291,2,0.5408545025487828,1.0,2.0,1.0,1963.0,2.0,5.0,6750.0,120.0,12.0,2,0,0,1,1,1,27.0,60.0,18.0,0,1,1
292,42,0.5011444524580629,1.0,2.0,1.0,1970.0,1.0,3.0,700.0,150.0,15.0,42,1,1,1,1,1,20.0,53.0,18.0,0,1,1
293,-7,1.2038247711023997,1.0,1.0,4.0,2000.0,2.0,3.0,1700.0,90.0,2.0,-7,,,0,0,0,-10.0,23.0,0.0,1,0,0
294,42,0.5011444524580629,1.0,2.0,1.0,1976.0,2.0,3.0,1313.0,130.0,12.0,42,1,1,1,1,1,14.0,47.0,14.0,0,1,1
295,2,1.2075648348440184,2.0,1.0,,1977.0,1.0,5.0,14500.0,70.0,18.0,2,0,0,1,1,,13.0,46.0,,0,,
296,1,1.2524284086434012,1.0,1.0,4.0,1976.0,1.0,5.0,3250.0,60.0,6.0,1,0,0,1,1,0,14.0,47.0,0.0,0,0,0
297,-8,0.5445972257083529,1.0,2.0,1.0,1980.0,2.0,4.0,1823.0,120.0,15.0,-8,,,0,0,1,10.0,43.0,10.0,0,1,1
298,-7,1.2524284086434012,1.0,1.0,2.0,1946.0,2.0,5.0,,80.0,17.0,-7,,,0,0,1,44.0,77.0,18.0,0,1,1
299,-7,1.2075648348440184,1.0,1.0,,1973.0,2.0,3.0,1800.0,80.0,18.0,-7,,,0,0,,17.0,50.0,,0,,
300,6,0.5408545025487828,1.0,2.0,1.0,1957.0,2.0,4.0,,150.0,16.0,6,0,0,1,1,1,33.0,66.0,18.0,0,1,1
301,4,1.2524284086434012,1.0,1.0,4.0,1994.0,2.0,5.0,2100.0,50.0,8.0,4,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
302,-8,1.2038247711023997,1.0,1.0,4.0,1950.0,2.0,3.0,450.0,20.0,7.0,-8,,,0,0,0,40.0,73.0,0.0,0,0,0
303,-42,0.5445972257083529,1.0,2.0,3.0,1970.0,1.0,5.0,1875.0,112.0,8.0,-42,,,0,0,0,20.0,53.0,0.0,0,0,0
304,1,1.2524284086434012,1.0,1.0,4.0,1960.0,1.0,2.0,4250.0,60.0,6.0,1,0,0,1,1,0,30.0,63.0,0.0,0,0,0
305,91,0.5408545025487828,3.0,2.0,,1976.0,1.0,1.0,2300.0,120.0,95.0,91,0,,1,0,,14.0,47.0,,0,,
306,91,1.2524284086434012,2.0,1.0,,1971.0,2.0,5.0,,30.0,95.0,91,0,,1,0,,19.0,52.0,,0,,
307,2,1.2524284086434012,1.0,1.0,4.0,1976.0,1.0,5.0,3250.0,60.0,6.0,2,0,0,1,1,0,14.0,47.0,0.0,0,0,0
308,1,0.5445972257083529,1.0,2.0,1.0,1977.0,1.0,2.0,1438.0,140.0,15.0,1,0,0,1,1,1,13.0,46.0,13.0,0,1,1
309,3,0.5408545025487828,1.0,2.0,1.0,1960.0,2.0,2.0,1875.0,140.0,15.0,3,0,0,1,1,1,30.0,63.0,18.0,0,1,1
310,3,1.2524284086434012,1.0,1.0,4.0,2004.0,1.0,7.0,,50.0,8.0,3,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
311,91,0.5408545025487828,3.0,2.0,1.0,1974.0,1.0,5.0,2625.0,112.0,13.0,91,0,,1,0,1,16.0,49.0,16.0,0,1,1
312,-8,1.2038247711023997,1.0,1.0,4.0,1970.0,2.0,3.0,1063.0,50.0,8.0,-8,,,0,0,0,20.0,53.0,0.0,0,0,0
313,2,1.2524284086434012,1.0,1.0,4.0,1956.0,2.0,2.0,900.0,60.0,6.0,2,0,0,1,1,0,34.0,67.0,0.0,0,0,0
314,-8,0.5445972257083529,1.0,2.0,1.0,1987.0,2.0,3.0,2125.0,120.0,12.0,-8,,,0,0,1,3.0,36.0,3.0,0,1,0
315,-8,0.5445972257083529,1.0,2.0,1.0,1954.0,2.0,5.0,563.0,150.0,16.0,-8,,,0,0,1,36.0,69.0,18.0,0,1,1
316,-8,0.5445972257083529,1.0,2.0,3.0,1961.0,1.0,1.0,1438.0,130.0,4.0,-8,,,0,0,0,29.0,62.0,0.0,0,0,0
317,6,0.5011444524580629,1.0,2.0,1.0,1980.0,2.0,5.0,2250.0,140.0,15.0,6,0,0,1,1,1,10.0,43.0,10.0,0,1,1
318,1,0.5408545025487828,1.0,2.0,1.0,1958.0,2.0,5.0,1600.0,160.0,15.0,1,0,0,1,1,1,32.0,65.0,18.0,0,1,1
319,1,1.2038247711023997,1.0,1.0,4.0,1984.0,2.0,5.0,1625.0,90.0,2.0,1,0,0,1,1,0,6.0,39.0,0.0,0,0,0
320,-7,1.2075648348440184,1.0,1.0,4.0,1965.0,2.0,3.0,3750.0,10.0,11.0,-7,,,0,0,0,25.0,58.0,0.0,0,0,0
321,4,1.2075648348440184,1.0,1.0,4.0,1964.0,2.0,3.0,,90.0,2.0,4,0,0,1,1,0,26.0,59.0,0.0,0,0,0
322,91,0.5011444524580629,1.0,2.0,1.0,1976.0,1.0,6.0,800.0,130.0,14.0,91,0,,1,0,1,14.0,47.0,14.0,0,1,1
323,-8,1.2524284086434012,1.0,1.0,4.0,1984.0,2.0,5.0,2375.0,90.0,2.0,-8,,,0,0,0,6.0,39.0,0.0,0,0,0
324,91,1.2038247711023997,1.0,1.0,4.0,1941.0,2.0,2.0,1438.0,30.0,7.0,91,0,,1,0,0,49.0,82.0,0.0,0,0,0
325,1,1.2524284086434012,1.0,1.0,4.0,1942.0,1.0,2.0,1875.0,50.0,8.0,1,0,0,1,1,0,48.0,81.0,0.0,0,0,0
326,1,1.2038247711023997,1.0,1.0,4.0,1940.0,1.0,3.0,1625.0,80.0,1.0,1,0,0,1,1,0,50.0,83.0,0.0,0,0,0
327,42,1.2075648348440184,1.0,1.0,2.0,1977.0,1.0,3.0,1438.0,90.0,16.0,42,1,1,1,1,1,13.0,46.0,13.0,0,1,1
328,1,1.2075648348440184,1.0,1.0,4.0,1967.0,1.0,4.0,3250.0,50.0,8.0,1,0,0,1,1,0,23.0,56.0,0.0,0,0,0
329,1,1.2524284086434012,1.0,1.0,4.0,1998.0,1.0,5.0,1300.0,50.0,8.0,1,0,0,1,1,0,-8.0,25.0,0.0,1,0,0
330,-8,1.2524284086434012,1.0,1.0,4.0,1976.0,2.0,3.0,1625.0,10.0,11.0,-8,,,0,0,0,14.0,47.0,0.0,0,0,0
331,1,1.2524284086434012,1.0,1.0,4.0,1967.0,1.0,3.0,4250.0,10.0,11.0,1,0,0,1,1,0,23.0,56.0,0.0,0,0,0
332,4,0.5445972257083529,1.0,2.0,1.0,1988.0,2.0,5.0,2375.0,120.0,13.0,4,0,0,1,1,1,2.0,35.0,2.0,0,1,0
333,6,1.2075648348440184,1.0,1.0,4.0,1997.0,3.0,3.0,2125.0,20.0,5.0,6,0,0,1,1,0,-7.0,26.0,0.0,1,0,0
334,42,0.5445972257083529,1.0,2.0,1.0,1976.0,2.0,3.0,1313.0,160.0,17.0,42,1,1,1,1,1,14.0,47.0,14.0,0,1,1
335,91,1.2038247711023997,1.0,1.0,4.0,1967.0,2.0,3.0,2125.0,30.0,7.0,91,0,,1,0,0,23.0,56.0,0.0,0,0,0
336,-8,1.2075648348440184,1.0,1.0,2.0,1989.0,2.0,5.0,2625.0,111.0,12.0,-8,,,0,0,1,1.0,34.0,1.0,0,1,0
337,-7,1.2038247711023997,1.0,1.0,4.0,1967.0,2.0,3.0,563.0,50.0,8.0,-7,,,0,0,0,23.0,56.0,0.0,0,0,0
338,-50,1.2075648348440184,3.0,1.0,,1970.0,2.0,3.0,,50.0,95.0,-50,,,0,0,,20.0,53.0,,0,,
339,-7,1.2524284086434012,1.0,1.0,4.0,1955.0,2.0,3.0,2875.0,20.0,5.0,-7,,,0,0,0,35.0,68.0,0.0,0,0,0
340,1,1.2524284086434012,1.0,1.0,4.0,1957.0,1.0,3.0,5500.0,50.0,1.0,1,0,0,1,1,0,33.0,66.0,0.0,0,0,0
341,4,1.2524284086434012,1.0,1.0,4.0,1977.0,2.0,3.0,875.0,80.0,1.0,4,0,0,1,1,0,13.0,46.0,0.0,0,0,0
342,-8,1.2075648348440184,1.0,1.0,4.0,1941.0,2.0,3.0,2400.0,90.0,6.0,-8,,,0,0,0,49.0,82.0,0.0,0,0,0
343,4,1.2075648348440184,1.0,1.0,4.0,1959.0,2.0,5.0,2875.0,50.0,8.0,4,0,0,1,1,0,31.0,64.0,0.0,0,0,0
344,2,1.2524284086434012,1.0,1.0,4.0,1985.0,2.0,4.0,3800.0,30.0,7.0,2,0,0,1,1,0,5.0,38.0,0.0,0,0,0
345,2,1.2524284086434012,1.0,1.0,4.0,1937.0,1.0,2.0,1600.0,10.0,11.0,2,0,0,1,1,0,53.0,86.0,0.0,0,0,0
346,1,1.2075648348440184,1.0,1.0,4.0,1978.0,1.0,4.0,4500.0,90.0,2.0,1,0,0,1,1,0,12.0,45.0,0.0,0,0,0
347,4,1.2524284086434012,1.0,1.0,4.0,1945.0,2.0,2.0,3250.0,111.0,7.0,4,0,0,1,1,0,45.0,78.0,0.0,0,0,0
348,4,1.2524284086434012,1.0,1.0,4.0,1962.0,1.0,3.0,1300.0,20.0,8.0,4,0,0,1,1,0,28.0,61.0,0.0,0,0,0
