respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample,east_youth,age_1990,age_2023,dose_years,born_after_1990,gdr_exposed,gdr_socialized_10plus
1417,4,1.2524284086434012,1.0,1.0,4.0,1970.0,2.0,5.0,2375.0,80.0,1.0,4,0,0,1,1,0,20.0,53.0,0.0,0,0,0
1418,42,0.5011444524580629,1.0,2.0,1.0,1936.0,1.0,2.0,1400.0,120.0,12.0,42,1,1,1,1,1,54.0,87.0,18.0,0,1,1
1419,-8,1.2075648348440184,3.0,1.0,,1984.0,1.0,-33.0,3000.0,100.0,95.0,-8,,,0,0,,6.0,39.0,,0,,
1420,1,1.2524284086434012,1.0,1.0,4.0,1974.0,1.0,3.0,3200.0,50.0,8.0,1,0,0,1,1,0,16.0,49.0,0.0,0,0,0
1421,2,0.5408545025487828,1.0,2.0,1.0,1942.0,2.0,3.0,938.0,120.0,12.0,2,0,0,1,1,1,48.0,81.0,18.0,0,1,1
1422,4,1.2075648348440184,1.0,1.0,4.0,1975.0,1.0,5.0,2480.0,60.0,6.0,4,0,0,1,1,0,15.0,48.0,0.0,0,0,0
1423,-7,1.2075648348440184,1.0,1.0,4.0,1969.0,2.0,3.0,,50.0,8.0,-7,,,0,0,0,21.0,54.0,0.0,0,0,0
1424,4,1.2038247711023997,1.0,1.0,4.0,1994.0,1.0,5.0,2100.0,90.0,2.0,4,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
1425,2,1.2038247711023997,1.0,1.0,4.0,1943.0,1.0,4.0,2375.0,50.0,8.0,2,0,0,1,1,0,47.0,80.0,0.0,0,0,0
1426,6,0.5011444524580629,1.0,2.0,1.0,1950.0,2.0,3.0,1125.0,130.0,14.0,6,0,0,1,1,1,40.0,73.0,18.0,0,1,1
1427,42,0.5011444524580629,1.0,2.0,3.0,1983.0,1.0,5.0,4100.0,130.0,11.0,42,1,1,1,1,0,7.0,40.0,0.0,0,0,0
1428,42,0.5445972257083529,1.0,2.0,1.0,1984.0,1.0,3.0,2500.0,160.0,17.0,42,1,1,1,1,1,6.0,39.0,6.0,0,1,0
1429,4,0.5011444524580629,1.0,2.0,3.0,1990.0,1.0,5.0,1350.0,130.0,1.0,4,0,0,1,1,0,0.0,33.0,0.0,0,0,0
1430,4,0.5445972257083529,1.0,2.0,1.0,1963.0,2.0,3.0,3250.0,130.0,14.0,4,0,0,1,1,1,27.0,60.0,18.0,0,1,1
1431,1,1.2038247711023997,1.0,1.0,4.0,1958.0,2.0,3.0,,50.0,8.0,1,0,0,1,1,0,32.0,65.0,0.0,0,0,0
1432,-9,1.2075648348440184,1.0,1.0,4.0,1988.0,3.0,3.0,,80.0,1.0,-9,,,0,0,0,2.0,35.0,0.0,0,0,0
1433,4,1.2524284086434012,1.0,1.0,4.0,1952.0,1.0,2.0,1875.0,50.0,8.0,4,0,0,1,1,0,38.0,71.0,0.0,0,0,0
1434,1,1.2075648348440184,1.0,1.0,4.0,1990.0,1.0,2.0,5000.0,80.0,1.0,1,0,0,1,1,0,0.0,33.0,0.0,0,0,0
1435,2,1.2038247711023997,1.0,1.0,4.0,1981.0,1.0,5.0,2625.0,90.0,2.0,2,0,0,1,1,0,9.0,42.0,0.0,0,0,0
1436,2,1.2038247711023997,1.0,1.0,4.0,2001.0,2.0,4.0,700.0,80.0,1.0,2,0,0,1,1,0,-11.0,22.0,0.0,1,0,0
1437,-8,0.5011444524580629,1.0,2.0,1.0,1955.0,2.0,3.0,1600.0,140.0,15.0,-8,,,0,0,1,35.0,68.0,18.0,0,1,1
1438,2,1.2038247711023997,1.0,1.0,4.0,1957.0,1.0,5.0,2300.0,10.0,11.0,2,0,0,1,1,0,33.0,66.0,0.0,0,0,0
1439,2,1.2524284086434012,1.0,1.0,4.0,1958.0,2.0,2.0,1950.0,50.0,8.0,2,0,0,1,1,0,32.0,65.0,0.0,0,0,0
1440,2,0.5011444524580629,1.0,2.0,1.0,1958.0,2.0,3.0,900.0,130.0,14.0,2,0,0,1,1,1,32.0,65.0,18.0,0,1,1
1441,-8,1.2524284086434012,1.0,1.0,4.0,1964.0,1.0,5.0,11250.0,80.0,1.0,-8,,,0,0,0,26.0,59.0,0.0,0,0,0
1442,1,1.2524284086434012,1.0,1.0,2.0,1977.0,2.0,5.0,1100.0,90.0,15.0,1,0,0,1,1,1,13.0,46.0,13.0,0,1,1
1443,2,0.5445972257083529,1.0,2.0,1.0,1961.0,1.0,3.0,,130.0,14.0,2,0,0,1,1,1,29.0,62.0,18.0,0,1,1
1444,90,0.5408545025487828,1.0,2.0,1.0,1957.0,2.0,2.0,952.0,140.0,17.0,90,0,0,1,1,1,33.0,66.0,18.0,0,1,1
1445,1,1.2524284086434012,1.0,1.0,4.0,1962.0,2.0,5.0,4500.0,50.0,8.0,1,0,0,1,1,0,28.0,61.0,0.0,0,0,0
1446,1,1.2038247711023997,1.0,1.0,4.0,1941.0,1.0,2.0,,90.0,2.0,1,0,0,1,1,0,49.0,82.0,0.0,0,0,0
1447,90,1.2038247711023997,1.0,1.0,4.0,1964.0,2.0,3.0,1438.0,30.0,7.0,90,0,0,1,1,0,26.0,59.0,0.0,0,0,0
1448,90,1.2524284086434012,1.0,1.0,4.0,1946.0,2.0,2.0,1200.0,90.0,2.0,90,0,0,1,1,0,44.0,77.0,0.0,0,0,0
1449,6,1.2524284086434012,1.0,1.0,4.0,1963.0,1.0,5.0,3500.0,30.0,8.0,6,0,0,1,1,0,27.0,60.0,0.0,0,0,0
1450,4,0.5408545025487828,1.0,2.0,3.0,1967.0,1.0,4.0,5000.0,120.0,6.0,4,0,0,1,1,0,23.0,56.0,0.0,0,0,0
1451,-9,1.2524284086434012,1.0,1.0,4.0,1959.0,1.0,2.0,1000.0,50.0,8.0,-9,,,0,0,0,31.0,64.0,0.0,0,0,0
1452,4,1.2038247711023997,1.0,1.0,4.0,1950.0,2.0,5.0,3750.0,30.0,11.0,4,0,0,1,1,0,40.0,73.0,0.0,0,0,0
1453,-7,1.2524284086434012,1.0,1.0,4.0,1969.0,2.0,2.0,3000.0,90.0,2.0,-7,,,0,0,0,21.0,54.0,0.0,0,0,0
1454,90,1.2524284086434012,1.0,1.0,4.0,2004.0,2.0,5.0,813.0,80.0,1.0,90,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
1455,91,1.2524284086434012,1.0,1.0,4.0,1972.0,1.0,5.0,6750.0,60.0,6.0,91,0,,1,0,0,18.0,51.0,0.0,0,0,0
1456,90,1.2524284086434012,1.0,1.0,4.0,1964.0,1.0,2.0,1650.0,30.0,7.0,90,0,0,1,1,0,26.0,59.0,0.0,0,0,0
1457,-8,0.5445972257083529,1.0,2.0,1.0,1943.0,1.0,5.0,1438.0,140.0,16.0,-8,,,0,0,1,47.0,80.0,18.0,0,1,1
1458,4,0.5408545025487828,,2.0,1.0,1971.0,1.0,5.0,,140.0,12.0,4,0,0,1,1,1,19.0,52.0,18.0,0,1,1
1459,1,1.2075648348440184,1.0,1.0,4.0,1993.0,2.0,3.0,1100.0,90.0,2.0,1,0,0,1,1,0,-3.0,30.0,0.0,1,0,0
1460,91,1.2038247711023997,1.0,1.0,4.0,2004.0,1.0,7.0,2100.0,100.0,10.0,91,0,,1,0,0,-14.0,19.0,0.0,1,0,0
1461,-50,1.2524284086434012,3.0,1.0,,1988.0,1.0,5.0,950.0,111.0,95.0,-50,,,0,0,,2.0,35.0,,0,,
1462,91,0.5408545025487828,1.0,2.0,1.0,1967.0,2.0,3.0,,120.0,12.0,91,0,,1,0,1,23.0,56.0,18.0,0,1,1
1463,1,1.2524284086434012,1.0,1.0,4.0,1974.0,2.0,3.0,1150.0,80.0,1.0,1,0,0,1,1,0,16.0,49.0,0.0,0,0,0
1464,-50,1.2075648348440184,3.0,1.0,,1960.0,2.0,5.0,4000.0,90.0,95.0,-50,,,0,0,,30.0,63.0,,0,,
1465,4,1.2524284086434012,2.0,1.0,4.0,1987.0,1.0,3.0,563.0,20.0,5.0,4,0,0,1,1,0,3.0,36.0,0.0,0,0,0
1466,4,0.5011444524580629,1.0,2.0,1.0,1986.0,2.0,5.0,3500.0,112.0,15.0,4,0,0,1,1,1,4.0,37.0,4.0,0,1,0
1467,2,0.5011444524580629,1.0,2.0,3.0,1973.0,2.0,5.0,3250.0,130.0,9.0,2,0,0,1,1,0,17.0,50.0,0.0,0,0,0
1468,-50,1.2075648348440184,3.0,1.0,4.0,1965.0,1.0,2.0,2125.0,30.0,7.0,-50,,,0,0,0,25.0,58.0,0.0,0,0,0
1469,1,1.2038247711023997,1.0,1.0,4.0,1963.0,2.0,5.0,813.0,30.0,7.0,1,0,0,1,1,0,27.0,60.0,0.0,0,0,0
1470,1,0.5445972257083529,1.0,2.0,1.0,1947.0,1.0,5.0,1438.0,130.0,14.0,1,0,0,1,1,1,43.0,76.0,18.0,0,1,1
1471,4,1.2524284086434012,1.0,1.0,4.0,1994.0,1.0,4.0,1875.0,50.0,8.0,4,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
1472,2,1.2075648348440184,1.0,1.0,4.0,1943.0,1.0,3.0,4300.0,20.0,5.0,2,0,0,1,1,0,47.0,80.0,0.0,0,0,0
1473,-8,1.2038247711023997,1.0,1.0,4.0,1950.0,1.0,5.0,1875.0,90.0,2.0,-8,,,0,0,0,40.0,73.0,0.0,0,0,0
1474,1,1.2038247711023997,1.0,1.0,4.0,2001.0,2.0,4.0,1625.0,10.0,11.0,1,0,0,1,1,0,-11.0,22.0,0.0,1,0,0
1475,2,0.5011444524580629,1.0,2.0,3.0,1984.0,2.0,3.0,4250.0,130.0,3.0,2,0,0,1,1,0,6.0,39.0,0.0,0,0,0
1476,1,0.5011444524580629,1.0,2.0,1.0,1945.0,2.0,3.0,800.0,120.0,12.0,1,0,0,1,1,1,45.0,78.0,18.0,0,1,1
1477,1,0.5011444524580629,1.0,2.0,1.0,1988.0,1.0,3.0,1450.0,130.0,14.0,1,0,0,1,1,1,2.0,35.0,2.0,0,1,0
1478,1,0.5408545025487828,1.0,2.0,1.0,1970.0,1.0,3.0,5500.0,112.0,13.0,1,0,0,1,1,1,20.0,53.0,18.0,0,1,1
1479,1,0.5408545025487828,1.0,2.0,1.0,1962.0,1.0,5.0,4250.0,140.0,15.0,1,0,0,1,1,1,28.0,61.0,18.0,0,1,1
1480,4,1.2524284086434012,1.0,1.0,4.0,1946.0,2.0,2.0,560.0,50.0,8.0,4,0,0,1,1,0,44.0,77.0,0.0,0,0,0
1481,4,1.2038247711023997,1.0,1.0,4.0,1965.0,1.0,5.0,,10.0,11.0,4,0,0,1,1,0,25.0,58.0,0.0,0,0,0
1482,-50,0.5011444524580629,3.0,2.0,,1991.0,1.0,3.0,850.0,112.0,95.0,-50,,,0,0,,-1.0,32.0,,1,,
1483,-8,1.2524284086434012,1.0,1.0,4.0,1964.0,1.0,2.0,2800.0,50.0,8.0,-8,,,0,0,0,26.0,59.0,0.0,0,0,0
1484,91,1.2038247711023997,1.0,1.0,4.0,1969.0,2.0,5.0,2125.0,50.0,8.0,91,0,,1,0,0,21.0,54.0,0.0,0,0,0
1485,1,0.5011444524580629,1.0,2.0,1.0,1950.0,1.0,5.0,4500.0,140.0,15.0,1,0,0,1,1,1,40.0,73.0,18.0,0,1,1
1486,4,1.2038247711023997,1.0,1.0,4.0,1975.0,1.0,5.0,5000.0,80.0,1.0,4,0,0,1,1,0,15.0,48.0,0.0,0,0,0
1487,1,1.2038247711023997,1.0,1.0,4.0,1961.0,2.0,3.0,2125.0,60.0,6.0,1,0,0,1,1,0,29.0,62.0,0.0,0,0,0
1488,6,0.5445972257083529,1.0,2.0,1.0,2003.0,2.0,5.0,688.0,150.0,16.0,6,0,0,1,1,1,-13.0,20.0,0.0,1,0,0
1489,1,1.2075648348440184,1.0,1.0,4.0,1942.0,2.0,2.0,1625.0,90.0,2.0,1,0,0,1,1,0,48.0,81.0,0.0,0,0,0
1490,1,1.2038247711023997,1.0,1.0,4.0,1973.0,2.0,4.0,1188.0,111.0,4.0,1,0,0,1,1,0,17.0,50.0,0.0,0,0,0
1491,4,1.2524284086434012,1.0,1.0,4.0,1959.0,2.0,3.0,610.0,30.0,7.0,4,0,0,1,1,0,31.0,64.0,0.0,0,0,0
1492,2,1.2038247711023997,1.0,1.0,4.0,1955.0,1.0,3.0,3000.0,70.0,9.0,2,0,0,1,1,0,35.0,68.0,0.0,0,0,0
1493,-8,1.2524284086434012,1.0,1.0,4.0,1965.0,2.0,3.0,400.0,50.0,8.0,-8,,,0,0,0,25.0,58.0,0.0,0,0,0
1494,-8,1.2038247711023997,1.0,1.0,4.0,1981.0,1.0,4.0,,50.0,8.0,-8,,,0,0,0,9.0,42.0,0.0,0,0,0
1495,6,1.2075648348440184,1.0,1.0,4.0,1996.0,2.0,5.0,,20.0,5.0,6,0,0,1,1,0,-6.0,27.0,0.0,1,0,0
1496,6,0.5011444524580629,1.0,2.0,1.0,1935.0,1.0,3.0,2000.0,112.0,12.0,6,0,0,1,1,1,55.0,88.0,18.0,0,1,1
1497,6,0.5011444524580629,1.0,2.0,1.0,1977.0,1.0,3.0,2400.0,112.0,12.0,6,0,0,1,1,1,13.0,46.0,13.0,0,1,1
1498,-8,0.5011444524580629,1.0,2.0,1.0,1989.0,1.0,5.0,2100.0,120.0,12.0,-8,,,0,0,1,1.0,34.0,1.0,0,1,0
1499,2,1.2075648348440184,1.0,1.0,4.0,2000.0,2.0,5.0,970.0,10.0,7.0,2,0,0,1,1,0,-10.0,23.0,0.0,1,0,0
1500,90,0.5011444524580629,1.0,2.0,3.0,1950.0,2.0,3.0,2100.0,112.0,6.0,90,0,0,1,1,0,40.0,73.0,0.0,0,0,0
1501,1,1.2524284086434012,1.0,1.0,4.0,1976.0,1.0,4.0,2500.0,80.0,1.0,1,0,0,1,1,0,14.0,47.0,0.0,0,0,0
1502,-8,1.2038247711023997,1.0,1.0,4.0,2001.0,2.0,5.0,938.0,80.0,1.0,-8,,,0,0,0,-11.0,22.0,0.0,1,0,0
1503,91,1.2038247711023997,1.0,1.0,4.0,1974.0,2.0,2.0,1188.0,10.0,11.0,91,0,,1,0,0,16.0,49.0,0.0,0,0,0
1504,42,0.5011444524580629,1.0,2.0,1.0,1993.0,2.0,2.0,1100.0,160.0,17.0,42,1,1,1,1,1,-3.0,30.0,0.0,1,0,0
1505,4,1.2038247711023997,2.0,1.0,4.0,2004.0,1.0,5.0,,90.0,2.0,4,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
1506,-50,1.2524284086434012,3.0,1.0,,1978.0,2.0,5.0,1500.0,70.0,95.0,-50,,,0,0,,12.0,45.0,,0,,
1507,2,1.2075648348440184,1.0,1.0,4.0,1952.0,1.0,5.0,4000.0,60.0,6.0,2,0,0,1,1,0,38.0,71.0,0.0,0,0,0
1508,6,0.5445972257083529,1.0,2.0,1.0,1987.0,2.0,5.0,2400.0,140.0,17.0,6,0,0,1,1,1,3.0,36.0,3.0,0,1,0
1509,1,0.5445972257083529,1.0,2.0,1.0,1958.0,2.0,5.0,2375.0,112.0,12.0,1,0,0,1,1,1,32.0,65.0,18.0,0,1,1
1510,3,1.2075648348440184,1.0,1.0,4.0,1959.0,1.0,2.0,2375.0,90.0,2.0,3,0,0,1,1,0,31.0,64.0,0.0,0,0,0
1511,90,1.2075648348440184,1.0,1.0,4.0,1994.0,1.0,3.0,2890.0,90.0,2.0,90,0,0,1,1,0,-4.0,29.0,0.0,1,0,0
1512,-50,1.2524284086434012,3.0,1.0,,1951.0,2.0,5.0,2350.0,80.0,95.0,-50,,,0,0,,39.0,72.0,,0,,
1513,4,1.2038247711023997,1.0,1.0,4.0,1971.0,1.0,5.0,2375.0,50.0,8.0,4,0,0,1,1,0,19.0,52.0,0.0,0,0,0
1514,3,1.2038247711023997,1.0,1.0,4.0,1979.0,1.0,5.0,11250.0,90.0,1.0,3,0,0,1,1,0,11.0,44.0,0.0,0,0,0
1515,2,0.5011444524580629,1.0,2.0,1.0,1940.0,1.0,4.0,2200.0,160.0,15.0,2,0,0,1,1,1,50.0,83.0,18.0,0,1,1
1516,91,0.5445972257083529,1.0,2.0,1.0,1962.0,2.0,3.0,2375.0,140.0,17.0,91,0,,1,0,1,28.0,61.0,18.0,0,1,1
1517,-50,0.5011444524580629,3.0,2.0,,1985.0,2.0,5.0,2250.0,130.0,95.0,-50,,,0,0,,5.0,38.0,,0,,
1518,1,1.2524284086434012,1.0,1.0,4.0,1972.0,2.0,3.0,1980.0,70.0,9.0,1,0,0,1,1,0,18.0,51.0,0.0,0,0,0
1519,2,0.5011444524580629,1.0,2.0,1.0,1937.0,1.0,4.0,1500.0,130.0,14.0,2,0,0,1,1,1,53.0,86.0,18.0,0,1,1
1520,4,1.2075648348440184,1.0,1.0,4.0,2004.0,2.0,5.0,200.0,10.0,11.0,4,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
1521,3,1.2075648348440184,1.0,1.0,4.0,1973.0,2.0,5.0,3500.0,80.0,1.0,3,0,0,1,1,0,17.0,50.0,0.0,0,0,0
1522,-8,1.2075648348440184,1.0,1.0,4.0,1962.0,1.0,3.0,2300.0,30.0,7.0,-8,,,0,0,0,28.0,61.0,0.0,0,0,0
1523,4,0.5011444524580629,1.0,2.0,3.0,1966.0,1.0,5.0,4300.0,140.0,11.0,4,0,0,1,1,0,24.0,57.0,0.0,0,0,0
1524,1,1.2038247711023997,1.0,1.0,2.0,1968.0,1.0,5.0,2500.0,30.0,16.0,1,0,0,1,1,1,22.0,55.0,18.0,0,1,1
1525,42,1.2075648348440184,1.0,1.0,4.0,1985.0,2.0,4.0,2375.0,30.0,7.0,42,1,1,1,1,0,5.0,38.0,0.0,0,0,0
1526,2,0.5408545025487828,1.0,2.0,1.0,1949.0,1.0,-33.0,3100.0,160.0,17.0,2,0,0,1,1,1,41.0,74.0,18.0,0,1,1
1527,-50,0.5011444524580629,3.0,2.0,,1976.0,1.0,5.0,860.0,140.0,95.0,-50,,,0,0,,14.0,47.0,,0,,
1528,42,0.5445972257083529,1.0,2.0,1.0,2000.0,1.0,2.0,1875.0,130.0,14.0,42,1,1,1,1,1,-10.0,23.0,0.0,1,0,0
1529,91,1.2524284086434012,3.0,1.0,,1987.0,1.0,5.0,1850.0,50.0,95.0,91,0,,1,0,,3.0,36.0,,0,,
1530,90,0.5445972257083529,1.0,2.0,1.0,1953.0,2.0,2.0,1063.0,130.0,14.0,90,0,0,1,1,1,37.0,70.0,18.0,0,1,1
1531,4,1.2038247711023997,1.0,1.0,4.0,2004.0,2.0,3.0,1200.0,90.0,2.0,4,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
1532,4,1.2038247711023997,1.0,1.0,4.0,1992.0,1.0,5.0,2875.0,90.0,11.0,4,0,0,1,1,0,-2.0,31.0,0.0,1,0,0
1533,-8,1.2075648348440184,1.0,1.0,4.0,1966.0,2.0,3.0,1000.0,90.0,2.0,-8,,,0,0,0,24.0,57.0,0.0,0,0,0
1534,42,1.2524284086434012,1.0,1.0,4.0,1968.0,2.0,2.0,520.0,100.0,10.0,42,1,1,1,1,0,22.0,55.0,0.0,0,0,0
1535,-8,0.5408545025487828,1.0,2.0,1.0,1966.0,2.0,4.0,2875.0,120.0,12.0,-8,,,0,0,1,24.0,57.0,18.0,0,1,1
1536,-8,1.2524284086434012,1.0,1.0,4.0,1999.0,1.0,3.0,2250.0,100.0,10.0,-8,,,0,0,0,-9.0,24.0,0.0,1,0,0
1537,-8,1.2038247711023997,1.0,1.0,4.0,1986.0,1.0,4.0,2125.0,50.0,8.0,-8,,,0,0,0,4.0,37.0,0.0,0,0,0
1538,2,0.5011444524580629,1.0,2.0,1.0,1946.0,1.0,2.0,1063.0,150.0,17.0,2,0,0,1,1,1,44.0,77.0,18.0,0,1,1
1539,-7,0.5445972257083529,1.0,2.0,1.0,1992.0,2.0,4.0,1500.0,140.0,15.0,-7,,,0,0,1,-2.0,31.0,0.0,1,0,0
1540,1,1.2524284086434012,1.0,1.0,4.0,1980.0,2.0,2.0,,50.0,7.0,1,0,0,1,1,0,10.0,43.0,0.0,0,0,0
1541,4,1.2038247711023997,1.0,1.0,4.0,1965.0,1.0,5.0,5200.0,100.0,10.0,4,0,0,1,1,0,25.0,58.0,0.0,0,0,0
1542,1,0.5408545025487828,1.0,2.0,1.0,1980.0,2.0,5.0,1625.0,140.0,15.0,1,0,0,1,1,1,10.0,43.0,10.0,0,1,1
1543,1,1.2524284086434012,1.0,1.0,,1936.0,2.0,3.0,1200.0,60.0,95.0,1,0,0,1,1,,54.0,87.0,,0,,
1544,1,1.2038247711023997,1.0,1.0,4.0,1977.0,1.0,5.0,4100.0,50.0,8.0,1,0,0,1,1,0,13.0,46.0,0.0,0,0,0
1545,4,1.2075648348440184,1.0,1.0,4.0,2004.0,2.0,5.0,650.0,50.0,8.0,4,0,0,1,1,0,-14.0,19.0,0.0,1,0,0
1546,1,1.2038247711023997,1.0,1.0,4.0,1968.0,2.0,5.0,4250.0,80.0,1.0,1,0,0,1,1,0,22.0,55.0,0.0,0,0,0
1547,1,1.2075648348440184,1.0,1.0,4.0,1954.0,1.0,2.0,2375.0,30.0,1.0,1,0,0,1,1,0,36.0,69.0,0.0,0,0,0
1548,-8,1.2075648348440184,1.0,1.0,4.0,1975.0,2.0,3.0,,50.0,9.0,-8,,,0,0,0,15.0,48.0,0.0,0,0,0
1549,90,1.2075648348440184,1.0,1.0,4.0,1963.0,1.0,1.0,1647.0,90.0,2.0,90,0,0,1,1,0,27.0,60.0,0.0,0,0,0
1550,-7,0.5011444524580629,1.0,2.0,1.0,1969.0,2.0,3.0,2125.0,140.0,15.0,-7,,,0,0,1,21.0,54.0,18.0,0,1,1
1551,1,1.2075648348440184,1.0,1.0,4.0,1961.0,1.0,2.0,2250.0,90.0,2.0,1,0,0,1,1,0,29.0,62.0,0.0,0,0,0
1552,2,1.2038247711023997,1.0,1.0,4.0,1966.0,1.0,3.0,3250.0,30.0,7.0,2,0,0,1,1,0,24.0,57.0,0.0,0,0,0
1553,-8,1.2524284086434012,1.0,1.0,4.0,1950.0,1.0,3.0,1300.0,50.0,8.0,-8,,,0,0,0,40.0,73.0,0.0,0,0,0
1554,2,1.2524284086434012,3.0,1.0,4.0,1964.0,1.0,4.0,1875.0,80.0,1.0,2,0,0,1,1,0,26.0,59.0,0.0,0,0,0
1555,-7,1.2524284086434012,1.0,1.0,4.0,1948.0,1.0,2.0,1500.0,10.0,11.0,-7,,,0,0,0,42.0,75.0,0.0,0,0,0
1556,3,1.2075648348440184,1.0,1.0,4.0,1974.0,1.0,5.0,3700.0,30.0,7.0,3,0,0,1,1,0,16.0,49.0,0.0,0,0,0
1557,2,0.5408545025487828,1.0,2.0,1.0,1953.0,2.0,3.0,1625.0,120.0,12.0,2,0,0,1,1,1,37.0,70.0,18.0,0,1,1
1558,-50,1.2524284086434012,3.0,1.0,,1990.0,1.0,2.0,1750.0,50.0,95.0,-50,,,0,0,,0.0,33.0,,0,,
1559,2,0.5011444524580629,3.0,2.0,,1994.0,1.0,5.0,3500.0,120.0,95.0,2,0,0,1,1,,-4.0,29.0,,1,,
1560,-7,0.5011444524580629,1.0,2.0,3.0,1971.0,2.0,3.0,850.0,112.0,2.0,-7,,,0,0,0,19.0,52.0,0.0,0,0,0
1561,-7,0.5445972257083529,1.0,2.0,1.0,2004.0,1.0,5.0,,112.0,13.0,-7,,,0,0,1,-14.0,19.0,0.0,1,0,0
1562,1,1.2038247711023997,1.0,1.0,4.0,1983.0,1.0,5.0,4500.0,50.0,3.0,1,0,0,1,1,0,7.0,40.0,0.0,0,0,0
1563,90,1.2524284086434012,1.0,1.0,4.0,1975.0,1.0,2.0,1500.0,90.0,2.0,90,0,0,1,1,0,15.0,48.0,0.0,0,0,0
1564,2,1.2524284086434012,1.0,1.0,4.0,1936.0,2.0,2.0,,30.0,7.0,2,0,0,1,1,0,54.0,87.0,0.0,0,0,0
1565,4,1.2524284086434012,1.0,1.0,4.0,1955.0,2.0,5.0,2250.0,30.0,7.0,4,0,0,1,1,0,35.0,68.0,0.0,0,0,0
1566,6,0.5408545025487828,1.0,2.0,1.0,1952.0,1.0,-33.0,1800.0,130.0,14.0,6,0,0,1,1,1,38.0,71.0,18.0,0,1,1
1567,-8,0.5408545025487828,1.0,2.0,1.0,1976.0,2.0,4.0,2375.0,120.0,12.0,-8,,,0,0,1,14.0,47.0,14.0,0,1,1
1568,-8,1.2075648348440184,1.0,1.0,4.0,1953.0,1.0,3.0,1780.0,30.0,7.0,-8,,,0,0,0,37.0,70.0,0.0,0,0,0
1569,42,0.5408545025487828,1.0,2.0,3.0,1990.0,1.0,3.0,3500.0,112.0,6.0,42,1,1,1,1,0,0.0,33.0,0.0,0,0,0
1570,-8,1.2075648348440184,1.0,1.0,4.0,1994.0,2.0,5.0,2625.0,60.0,1.0,-8,,,0,0,0,-4.0,29.0,0.0,1,0,0
1571,91,0.5408545025487828,1.0,2.0,1.0,1957.0,1.0,3.0,610.0,130.0,14.0,91,0,,1,0,1,33.0,66.0,18.0,0,1,1
1572,-8,1.2524284086434012,1.0,1.0,4.0,1967.0,2.0,3.0,1063.0,80.0,1.0,-8,,,0,0,0,23.0,56.0,0.0,0,0,0
1573,90,0.5011444524580629,1.0,2.0,1.0,1966.0,2.0,3.0,938.0,130.0,14.0,90,0,0,1,1,1,24.0,57.0,18.0,0,1,1
1574,42,1.2075648348440184,1.0,1.0,4.0,1990.0,1.0,5.0,2800.0,50.0,8.0,42,1,1,1,1,0,0.0,33.0,0.0,0,0,0
1575,90,1.2524284086434012,1.0,1.0,4.0,1987.0,2.0,5.0,,30.0,7.0,90,0,0,1,1,0,3.0,36.0,0.0,0,0,0
1576,3,1.2524284086434012,1.0,1.0,4.0,1975.0,2.0,4.0,1200.0,90.0,2.0,3,0,0,1,1,0,15.0,48.0,0.0,0,0,0
1577,-8,0.5445972257083529,1.0,2.0,1.0,1962.0,2.0,4.0,,160.0,17.0,-8,,,0,0,1,28.0,61.0,18.0,0,1,1
1578,6,0.5408545025487828,1.0,2.0,1.0,1988.0,3.0,3.0,300.0,112.0,13.0,6,0,0,1,1,1,2.0,35.0,2.0,0,1,0
1579,-9,0.5408545025487828,1.0,2.0,1.0,1990.0,2.0,,,150.0,16.0,-9,,,0,0,1,0.0,33.0,0.0,0,0,0
1580,-7,1.2075648348440184,1.0,1.0,4.0,2003.0,2.0,1.0,900.0,90.0,2.0,-7,,,0,0,0,-13.0,20.0,0.0,1,0,0
1581,-8,1.2075648348440184,1.0,1.0,4.0,1998.0,2.0,-33.0,1400.0,50.0,8.0,-8,,,0,0,0,-8.0,25.0,0.0,1,0,0
1582,-7,1.2524284086434012,1.0,1.0,4.0,1991.0,1.0,3.0,3200.0,50.0,8.0,-7,,,0,0,0,-1.0,32.0,0.0,1,0,0
1583,42,1.2075648348440184,1.0,1.0,4.0,1972.0,1.0,2.0,1100.0,70.0,9.0,42,1,1,1,1,0,18.0,51.0,0.0,0,0,0
1584,90,1.2524284086434012,1.0,1.0,4.0,1986.0,1.0,3.0,,30.0,7.0,90,0,0,1,1,0,4.0,37.0,0.0,0,0,0
1585,-50,1.2524284086434012,3.0,1.0,,1986.0,1.0,3.0,1700.0,111.0,95.0,-50,,,0,0,,4.0,37.0,,0,,
1586,3,1.2075648348440184,1.0,1.0,4.0,1993.0,2.0,5.0,3000.0,80.0,9.0,3,0,0,1,1,0,-3.0,30.0,0.0,1,0,0
1587,3,1.2038247711023997,2.0,1.0,4.0,1993.0,2.0,5.0,1850.0,30.0,7.0,3,0,0,1,1,0,-3.0,30.0,0.0,1,0,0
