respid,y,t,w,yborn,age_1990,e_hat,m1_hat,m0_hat,psi_aipw,cate_hat
1566,0,1,0.5408545025487828,1952.0,38.0,0.20117756849557658,0.21438377394738736,0.06110067342516443,-0.9123614221279311,0.1559309453613119
1569,1,0,0.5408545025487828,1990.0,0.0,0.15702300188115195,0.2671294990919742,0.12681807553396796,-0.8955198344888775,0.1345260896482849
1573,0,1,0.5011444524580629,1966.0,24.0,0.21701969491499817,0.32657597173789826,0.03273663449776369,-1.210982480271916,0.3435345483094956
1574,1,0,1.2075648348440184,1990.0,0.0,0.1530715904074338,0.3132671529000417,0.16200278754738476,-0.8381902366670728,0.1345260896482849
1575,0,0,1.2524284086434012,1987.0,3.0,0.18697138867895607,0.07418419743958955,0.06340630763439256,0.0887656835328584,0.023836996178003046
1576,0,0,1.2524284086434012,1975.0,15.0,0.19998620395523567,0.16673034176773815,0.03126543158308428,0.17454602570748523,0.25066093381565047
1578,0,1,0.5408545025487828,1988.0,2.0,0.35110668729562794,0.0718332284507762,0.12832571267187967,-0.2610833708375507,-0.093979755472903
1583,1,0,1.2075648348440184,1972.0,18.0,0.17602969582598704,0.26479956123780907,0.15882403736552977,-0.9149058821362845,-0.04505883763071303
1584,0,0,1.2524284086434012,1986.0,4.0,0.1588246288154708,0.30577514408844647,0.2234967887444868,0.34797418572682304,0.13158966335407382
1586,0,0,1.2075648348440184,1993.0,-3.0,0.17487704814599966,0.09216452760879441,0.09300827165141931,0.11187675590521375,0.005188084654934217
1587,0,0,1.2038247711023995,1993.0,-3.0,0.18335305382504868,0.05485932920541982,0.09722514239418018,0.07668825644263641,0.005188084654934217
1589,0,0,1.2038247711023995,1955.0,35.0,0.22751708538085252,0.13779887537846267,0.03340161366520658,0.14763655287825794,0.06634736983628854
1593,0,1,0.5408545025487828,1975.0,15.0,0.16886826432252194,0.25626084294714874,0.11906666499419383,-1.3803250787009507,0.2541698937025831
1594,0,1,0.5445972257083529,1963.0,27.0,0.18242007080359593,0.3031611428462501,0.14310100442149745,-1.5018246613714883,0.06823191515237292
1595,0,1,0.5011444524580629,1970.0,20.0,0.1782495428663464,0.36855736351157625,0.17253241596133714,-1.871623348119865,0.1296480991330347
1597,0,0,1.2038247711023995,2000.0,-10.0,0.1658066809082401,0.09544076306717503,0.07178200240554138,0.10970836183045514,-0.03236735942383485
1598,0,0,1.2038247711023995,1964.0,26.0,0.21968311810528465,0.3079263171251956,0.054866554830625865,0.3233729339094173,0.224384127530018
1599,0,0,1.2524284086434012,1969.0,21.0,0.17936766061979253,0.3835058030204199,0.1471522726490635,0.4156692428866614,0.28754662582278223
1603,0,0,1.2524284086434012,1944.0,46.0,0.24934743872966805,0.027515546234772325,0.010788883407672915,0.03109933530478316,0.04084150454568013
1605,0,0,1.2075648348440184,1959.0,31.0,0.187121180168334,0.33171434489304624,0.02537147001869884,0.3375547472958147,0.26613220975213553
