respid,pv01,wghtpew,german,eastwest,dg03,yborn,sex,educ,inc,land,dg10,pv01_raw,y_afd_any,y_afd_vote,is_eligible_party_answer,is_voter_intent_sample
324,91,1.2038247711023997,1,1,4,1941,2,2,1438,30,7,91,0,,1,0
325,1,1.2524284086434012,1,1,4,1942,1,2,1875,50,8,1,0,0,1,1
326,1,1.2038247711023997,1,1,4,1940,1,3,1625,80,1,1,0,0,1,1
327,42,1.2075648348440184,1,1,2,1977,1,3,1438,90,16,42,1,1,1,1
328,1,1.2075648348440184,1,1,4,1967,1,4,3250,50,8,1,0,0,1,1
329,1,1.2524284086434012,1,1,4,1998,1,5,1300,50,8,1,0,0,1,1
330,-8,1.2524284086434012,1,1,4,1976,2,3,1625,10,11,-8,,,0,0
331,1,1.2524284086434012,1,1,4,1967,1,3,4250,10,11,1,0,0,1,1
332,4,0.5445972257083529,1,2,1,1988,2,5,2375,120,13,4,0,0,1,1
333,6,1.2075648348440184,1,1,4,1997,3,3,2125,20,5,6,0,0,1,1
334,42,0.5445972257083529,1,2,1,1976,2,3,1313,160,17,42,1,1,1,1
335,91,1.2038247711023997,1,1,4,1967,2,3,2125,30,7,91,0,,1,0
336,-8,1.2075648348440184,1,1,2,1989,2,5,2625,111,12,-8,,,0,0
337,-7,1.2038247711023997,1,1,4,1967,2,3,563,50,8,-7,,,0,0
338,-50,1.2075648348440184,3,1,-10,1970,2,3,-50,50,95,-50,,,0,0
339,-7,1.2524284086434012,1,1,4,1955,2,3,2875,20,5,-7,,,0,0
340,1,1.2524284086434012,1,1,4,1957,1,3,5500,50,1,1,0,0,1,1
341,4,1.2524284086434012,1,1,4,1977,2,3,875,80,1,4,0,0,1,1
342,-8,1.2075648348440184,1,1,4,1941,2,3,2400,90,6,-8,,,0,0
343,4,1.2075648348440184,1,1,4,1959,2,5,2875,50,8,4,0,0,1,1
344,2,1.2524284086434012,1,1,4,1985,2,4,3800,30,7,2,0,0,1,1
345,2,1.2524284086434012,1,1,4,1937,1,2,1600,10,11,2,0,0,1,1
346,1,1.2075648348440184,1,1,4,1978,1,4,4500,90,2,1,0,0,1,1
347,4,1.2524284086434012,1,1,4,1945,2,2,3250,111,7,4,0,0,1,1
348,4,1.2524284086434012,1,1,4,1962,1,3,1300,20,8,4,0,0,1,1
349,42,0.5011444524580629,1,2,1,1981,1,3,1750,112,13,42,1,1,1,1
350,6,1.2524284086434012,1,1,4,1946,1,2,1800,50,8,6,0,0,1,1
351,90,1.2075648348440184,1,1,4,1996,2,5,250,10,11,90,0,0,1,1
352,1,1.2075648348440184,1,1,4,1960,1,3,2500,30,7,1,0,0,1,1
353,42,1.2524284086434012,1,1,4,1961,1,2,2000,20,5,42,1,1,1,1
354,4,1.2075648348440184,1,1,2,1992,1,3,1750,111,13,4,0,0,1,1
355,4,1.2038247711023997,1,1,4,1959,1,3,2375,70,9,4,0,0,1,1
356,-8,1.2075648348440184,1,1,4,1987,2,3,520,90,2,-8,,,0,0
357,-8,1.2038247711023997,1,1,4,1960,1,2,2625,90,2,-8,,,0,0
358,42,0.5445972257083529,1,2,1,1967,2,4,2125,160,17,42,1,1,1,1
359,1,1.2038247711023997,1,1,4,1950,2,2,1063,50,8,1,0,0,1,1
360,6,0.5011444524580629,1,2,1,1961,2,3,1100,160,16,6,0,0,1,1
361,-7,0.5445972257083529,1,2,1,1952,2,3,813,130,14,-7,,,0,0
362,4,1.2524284086434012,1,1,4,2000,1,5,1000,50,8,4,0,0,1,1
363,1,0.5445972257083529,1,2,1,1953,1,5,2375,140,15,1,0,0,1,1
364,2,1.2038247711023997,1,1,4,1956,2,5,1063,20,3,2,0,0,1,1
365,1,1.2075648348440184,1,1,4,1951,2,3,2000,50,8,1,0,0,1,1
366,42,0.5011444524580629,1,2,1,1992,1,3,2125,160,17,42,1,1,1,1
367,2,1.2524284086434012,1,1,4,1969,2,5,3500,30,7,2,0,0,1,1
368,6,1.2524284086434012,1,1,4,1968,1,3,-9,100,10,6,0,0,1,1
369,-8,1.2524284086434012,1,1,4,1981,2,4,2875,80,1,-8,,,0,0
370,-8,1.2038247711023997,-32,1,-10,1987,2,5,2125,50,95,-8,,,0,0
371,42,1.2524284086434012,1,1,4,1951,1,2,-9,80,1,42,1,1,1,1
372,1,1.2038247711023997,1,1,4,1996,2,5,2375,90,7,1,0,0,1,1
373,42,0.5011444524580629,1,2,1,1956,1,3,1438,150,16,42,1,1,1,1
374,6,0.5445972257083529,1,2,1,1989,1,5,1900,140,15,6,0,0,1,1
375,1,1.2524284086434012,1,1,4,1962,2,5,3000,50,9,1,0,0,1,1
376,2,1.2075648348440184,1,1,4,1969,1,4,4500,80,7,2,0,0,1,1
377,2,0.5011444524580629,1,2,1,1967,1,5,3000,140,15,2,0,0,1,1
378,3,0.5011444524580629,1,2,1,1967,2,3,2100,160,17,3,0,0,1,1
379,1,0.5011444524580629,1,2,1,1961,2,3,985,112,15,1,0,0,1,1
380,4,1.2075648348440184,1,1,4,2001,1,5,-50,70,9,4,0,0,1,1
381,-8,0.5445972257083529,1,2,1,1947,2,3,1063,160,17,-8,,,0,0
382,-7,0.5408545025487828,1,2,1,1961,1,2,1438,130,14,-7,,,0,0
383,2,1.2075648348440184,1,1,4,1975,1,3,3000,30,7,2,0,0,1,1
384,1,1.2524284086434012,1,1,4,1958,1,3,2350,111,4,1,0,0,1,1
385,2,1.2524284086434012,1,1,4,1994,1,3,1100,50,8,2,0,0,1,1
386,91,1.2038247711023997,3,1,-10,1980,1,-33,3250,90,95,91,0,,1,0
387,2,1.2524284086434012,1,1,4,1980,2,5,2000,60,2,2,0,0,1,1
388,-50,0.5011444524580629,3,2,-10,1986,1,5,1780,160,95,-50,,,0,0
389,-7,1.2524284086434012,1,1,4,1989,2,5,450,60,6,-7,,,0,0
390,2,0.5445972257083529,1,2,1,1956,2,4,1063,150,13,2,0,0,1,1
391,2,0.5445972257083529,1,2,1,1952,2,3,813,160,17,2,0,0,1,1
392,4,1.2075648348440184,1,1,4,1961,1,5,5000,50,8,4,0,0,1,1
393,-7,1.2038247711023997,1,1,4,1990,2,5,3400,90,2,-7,,,0,0
394,4,0.5445972257083529,1,2,1,2000,1,5,-50,140,15,4,0,0,1,1
395,1,1.2524284086434012,1,1,4,1967,2,3,1875,30,8,1,0,0,1,1
396,1,1.2524284086434012,1,1,4,1980,1,4,1500,50,7,1,0,0,1,1
397,1,1.2075648348440184,1,1,4,1984,2,3,1313,60,6,1,0,0,1,1
398,4,1.2038247711023997,1,1,4,1965,2,5,1313,80,3,4,0,0,1,1
399,1,1.2038247711023997,1,1,4,1975,2,3,2625,50,8,1,0,0,1,1
400,1,0.5408545025487828,1,2,1,1943,2,2,980,130,16,1,0,0,1,1
401,42,0.5011444524580629,1,2,1,1975,1,3,2375,150,16,42,1,1,1,1
402,1,0.5445972257083529,1,2,1,1950,2,3,2375,150,16,1,0,0,1,1
403,1,0.5408545025487828,1,2,1,1953,2,3,1063,150,17,1,0,0,1,1
404,42,0.5445972257083529,1,2,-10,1934,2,2,1188,120,18,42,1,1,1,1
405,4,1.2524284086434012,1,1,4,1999,1,5,1100,111,4,4,0,0,1,1
406,4,1.2075648348440184,1,1,4,1998,2,5,280,50,8,4,0,0,1,1
407,42,1.2038247711023997,1,1,4,1960,2,4,3750,90,2,42,1,1,1,1
408,4,1.2524284086434012,1,1,4,1995,2,5,1625,30,7,4,0,0,1,1
409,1,1.2038247711023997,1,1,4,1989,1,4,3800,50,8,1,0,0,1,1
410,42,0.5011444524580629,1,2,1,1961,2,3,915,150,16,42,1,1,1,1
411,2,0.5011444524580629,1,2,3,1963,1,5,3500,130,7,2,0,0,1,1
412,1,1.2524284086434012,1,1,4,1940,1,2,4000,111,10,1,0,0,1,1
413,3,1.2075648348440184,1,1,4,1956,1,5,2500,10,11,3,0,0,1,1
414,-50,0.5445972257083529,3,2,-10,1982,2,3,2125,112,95,-50,,,0,0
415,2,1.2524284086434012,1,1,4,1980,2,5,2000,90,2,2,0,0,1,1
416,-7,1.2038247711023997,1,1,4,2003,1,5,-50,50,8,-7,,,0,0
417,42,1.2038247711023997,1,1,4,1970,1,3,3000,50,8,42,1,1,1,1
418,6,0.5445972257083529,1,2,1,1989,2,5,2625,140,15,6,0,0,1,1
419,90,0.5011444524580629,1,2,1,1974,1,4,3000,130,12,90,0,0,1,1
420,-8,0.5011444524580629,1,2,1,1956,2,5,3000,140,15,-8,,,0,0
421,1,0.5011444524580629,1,2,3,1937,1,2,1320,130,7,1,0,0,1,1
422,90,1.2075648348440184,1,1,4,1970,2,2,2000,90,2,90,0,0,1,1
423,-7,0.5408545025487828,1,2,1,1999,1,3,2000,160,17,-7,,,0,0
424,1,1.2038247711023997,2,1,4,1989,1,3,1875,10,5,1,0,0,1,1
425,1,1.2075648348440184,1,1,4,1956,2,3,1063,30,7,1,0,0,1,1
426,42,0.5011444524580629,1,2,1,1958,1,3,1313,160,17,42,1,1,1,1
427,-8,1.2038247711023997,1,1,4,1948,2,2,1063,90,2,-8,,,0,0
428,4,1.2038247711023997,1,1,4,1969,2,3,938,30,7,4,0,0,1,1
429,1,1.2524284086434012,1,1,4,1948,1,2,1625,90,2,1,0,0,1,1
430,1,1.2038247711023997,1,1,4,1969,1,3,3800,10,11,1,0,0,1,1
431,-8,0.5408545025487828,1,2,1,1987,1,4,2200,112,13,-8,,,0,0
432,-50,1.2075648348440184,3,1,4,1989,1,3,938,50,8,-50,,,0,0
433,3,1.2075648348440184,1,1,4,1960,1,3,4000,50,8,3,0,0,1,1
434,42,0.5408545025487828,1,2,1,1974,2,4,938,160,17,42,1,1,1,1
435,90,0.5445972257083529,1,2,3,1958,1,5,2600,120,4,90,0,0,1,1
436,91,0.5445972257083529,1,2,1,1946,1,4,2625,140,15,91,0,,1,0
437,-7,1.2075648348440184,1,1,4,1963,2,2,938,80,1,-7,,,0,0
438,1,1.2075648348440184,1,1,4,1965,1,3,-9,90,2,1,0,0,1,1
439,91,1.2524284086434012,3,1,-10,1984,1,5,2400,50,95,91,0,,1,0
440,2,1.2038247711023997,1,1,4,-9,-9,2,2125,50,8,2,0,0,1,1
441,42,0.5011444524580629,1,2,1,1947,1,3,1188,140,15,42,1,1,1,1
442,4,1.2038247711023997,3,1,-10,1956,1,5,-50,90,95,4,0,0,1,1
443,91,1.2075648348440184,2,1,-10,1984,2,5,1000,80,95,91,0,,1,0
444,-7,1.2038247711023997,1,1,2,1987,2,3,938,60,14,-7,,,0,0
445,-8,1.2524284086434012,1,1,4,1967,2,3,-50,30,7,-8,,,0,0
446,4,1.2524284086434012,1,1,4,1966,1,4,3500,60,6,4,0,0,1,1
447,1,0.5011444524580629,1,2,1,1940,1,2,2375,140,15,1,0,0,1,1
448,1,1.2524284086434012,1,1,4,1964,1,3,2300,10,8,1,0,0,1,1
449,42,1.2038247711023997,1,1,4,1964,2,3,-9,50,8,42,1,1,1,1
450,2,0.5445972257083529,1,2,1,1972,2,3,1875,130,14,2,0,0,1,1
451,2,1.2038247711023997,1,1,4,1949,2,3,2875,80,1,2,0,0,1,1
452,4,1.2075648348440184,1,1,4,1968,1,3,2400,50,8,4,0,0,1,1
453,4,0.5408545025487828,1,2,3,1947,1,3,2125,130,7,4,0,0,1,1
454,4,0.5011444524580629,1,2,1,1966,1,4,1900,140,17,4,0,0,1,1
455,-7,0.5445972257083529,1,2,1,1964,2,3,1063,160,16,-7,,,0,0
456,-8,1.2075648348440184,1,1,4,1963,1,3,2800,80,1,-8,,,0,0
457,2,0.5011444524580629,1,2,1,1953,2,2,1438,150,16,2,0,0,1,1
458,2,1.2524284086434012,1,1,4,1977,1,3,2800,50,8,2,0,0,1,1
459,4,1.2038247711023997,1,1,4,1968,1,5,3750,30,7,4,0,0,1,1
460,-50,1.2075648348440184,3,1,4,1969,2,2,-9,60,1,-50,,,0,0
461,-7,0.5408545025487828,1,2,1,1951,2,5,1625,160,17,-7,,,0,0
462,-8,1.2075648348440184,1,1,4,1979,2,3,2100,50,8,-8,,,0,0
463,-7,0.5011444524580629,1,2,1,2000,2,5,2125,140,15,-7,,,0,0
464,-8,1.2038247711023997,1,1,4,1988,2,5,2375,50,8,-8,,,0,0
465,4,1.2038247711023997,1,1,4,1962,1,5,2625,50,8,4,0,0,1,1
466,91,0.5011444524580629,1,2,1,1983,1,3,2200,130,14,91,0,,1,0
467,42,0.5011444524580629,1,2,1,2000,1,3,2125,150,16,42,1,1,1,1
468,4,1.2075648348440184,1,1,4,1959,1,3,1875,80,1,4,0,0,1,1
469,1,0.5011444524580629,1,2,1,1987,1,5,2900,130,14,1,0,0,1,1
470,42,1.2524284086434012,1,1,4,1971,1,2,1438,50,8,42,1,1,1,1
471,4,1.2075648348440184,1,1,4,1973,2,5,800,70,9,4,0,0,1,1
472,4,0.5408545025487828,1,2,3,1959,2,5,2875,140,1,4,0,0,1,1
473,-8,1.2524284086434012,1,1,4,1976,2,5,-9,100,10,-8,,,0,0
474,-9,1.2075648348440184,1,1,4,2003,2,5,-9,60,6,-9,,,0,0
475,-8,1.2524284086434012,1,1,4,1957,2,2,550,50,7,-8,,,0,0
476,4,1.2075648348440184,1,1,4,1956,2,3,900,60,6,4,0,0,1,1
477,2,1.2524284086434012,1,1,4,1956,1,2,1600,70,9,2,0,0,1,1
478,2,0.5408545025487828,1,2,1,1940,1,2,1188,130,14,2,0,0,1,1
479,1,0.5011444524580629,1,2,1,1956,2,5,1250,120,12,1,0,0,1,1
480,2,1.2075648348440184,-32,1,4,1993,2,5,1500,90,2,2,0,0,1,1
481,2,1.2075648348440184,1,1,4,1998,1,2,450,60,6,2,0,0,1,1
482,4,1.2524284086434012,1,1,4,1956,2,5,2600,70,9,4,0,0,1,1
483,2,1.2524284086434012,1,1,-10,1946,1,2,1625,50,95,2,0,0,1,1
484,91,0.5408545025487828,1,2,3,1985,1,5,3700,130,2,91,0,,1,0
485,-8,1.2038247711023997,1,1,4,1978,2,5,3250,90,2,-8,,,0,0
486,1,1.2075648348440184,1,1,4,1964,1,3,2125,10,11,1,0,0,1,1
487,-8,1.2075648348440184,1,1,4,1960,2,2,1188,50,8,-8,,,0,0
488,4,1.2075648348440184,1,1,4,2003,2,5,563,50,8,4,0,0,1,1
489,42,1.2075648348440184,1,1,4,1960,2,3,2375,90,2,42,1,1,1,1
490,2,1.2075648348440184,1,1,4,1954,1,4,2500,90,2,2,0,0,1,1
491,4,1.2038247711023997,1,1,4,1983,1,5,2875,50,6,4,0,0,1,1
492,42,0.5408545025487828,1,2,1,1964,1,3,-9,160,17,42,1,1,1,1
493,-8,1.2524284086434012,1,1,-10,1964,1,1,1270,80,95,-8,,,0,0
494,2,0.5408545025487828,1,2,1,1959,1,5,2350,150,16,2,0,0,1,1
495,42,0.5011444524580629,1,2,1,1977,2,2,1300,130,14,42,1,1,1,1
496,1,0.5011444524580629,1,2,1,1936,1,3,1900,140,15,1,0,0,1,1
497,-9,0.5011444524580629,1,2,1,1972,2,4,1800,160,17,-9,,,0,0
498,-9,0.5408545025487828,1,2,1,1976,2,3,938,150,16,-9,,,0,0
499,42,1.2524284086434012,1,1,4,1940,1,5,4000,50,1,42,1,1,1,1
500,6,1.2038247711023997,1,1,2,1965,2,3,2625,50,12,6,0,0,1,1
501,2,1.2524284086434012,1,1,4,1939,2,2,1500,90,2,2,0,0,1,1
502,42,0.5408545025487828,1,2,1,1979,2,5,3400,150,16,42,1,1,1,1
503,42,0.5011444524580629,1,2,1,1979,1,3,850,130,14,42,1,1,1,1
504,2,0.5011444524580629,1,2,1,1988,2,5,2900,140,15,2,0,0,1,1
505,1,1.2038247711023997,1,1,-10,1965,2,5,2375,80,18,1,0,0,1,1
506,2,1.2524284086434012,1,1,4,1944,2,2,1500,20,7,2,0,0,1,1
507,91,0.5011444524580629,1,2,1,2002,2,4,2000,120,12,91,0,,1,0
508,1,1.2038247711023997,1,1,4,1950,1,2,2125,90,2,1,0,0,1,1
509,1,1.2075648348440184,1,1,4,1948,2,2,850,80,1,1,0,0,1,1
510,4,1.2524284086434012,1,1,2,1972,1,4,6750,90,15,4,0,0,1,1
511,-7,1.2038247711023997,1,1,4,1961,1,2,2200,30,7,-7,,,0,0
512,4,1.2038247711023997,1,1,4,2000,1,5,563,10,11,4,0,0,1,1
513,-8,0.5408545025487828,1,2,1,1996,2,1,502,140,15,-8,,,0,0
514,-8,1.2038247711023997,3,1,-10,1948,1,3,1875,20,95,-8,,,0,0
515,42,0.5408545025487828,1,2,-32,-9,-9,3,450,120,-42,42,1,1,1,1
516,90,1.2038247711023997,1,1,2,1987,3,3,3250,30,15,90,0,0,1,1
517,2,0.5011444524580629,1,2,1,1984,1,4,3800,130,14,2,0,0,1,1
518,-8,1.2038247711023997,1,1,4,1957,1,3,3250,80,1,-8,,,0,0
519,91,0.5445972257083529,1,2,1,2004,2,3,350,140,15,91,0,,1,0
520,-8,1.2075648348440184,1,1,2,1973,2,3,1300,30,16,-8,,,0,0
521,2,1.2524284086434012,1,1,4,1938,2,2,315,30,7,2,0,0,1,1
522,4,1.2038247711023997,1,1,4,1955,1,3,1188,70,9,4,0,0,1,1
523,1,0.5408545025487828,1,2,1,1944,1,4,1625,160,17,1,0,0,1,1
524,1,1.2038247711023997,1,1,4,2003,2,7,220,60,6,1,0,0,1,1
525,1,0.5408545025487828,1,2,1,1960,2,5,4750,160,17,1,0,0,1,1
526,42,1.2075648348440184,1,1,4,1982,1,2,1800,90,2,42,1,1,1,1
527,1,0.5445972257083529,1,2,1,1950,1,5,2875,120,12,1,0,0,1,1
528,-8,1.2038247711023997,1,1,-32,-9,1,1,938,111,-42,-8,,,0,0
529,4,1.2524284086434012,1,1,4,1963,1,2,4800,50,8,4,0,0,1,1
530,4,1.2524284086434012,1,1,4,1968,2,5,1200,70,6,4,0,0,1,1
531,2,1.2038247711023997,1,1,4,1958,1,2,1063,50,8,2,0,0,1,1
532,4,1.2524284086434012,1,1,4,1997,2,5,2600,70,8,4,0,0,1,1
533,-8,1.2038247711023997,1,1,2,1974,2,3,4250,80,12,-8,,,0,0
534,6,0.5011444524580629,1,2,3,1948,1,5,813,140,8,6,0,0,1,1
535,42,0.5011444524580629,1,2,1,1968,1,3,1300,130,14,42,1,1,1,1
536,1,1.2038247711023997,1,1,4,1980,2,4,520,50,8,1,0,0,1,1
537,6,0.5011444524580629,1,2,-10,1944,2,3,200,112,18,6,0,0,1,1
538,-50,1.2524284086434012,3,1,-10,1987,2,4,500,90,95,-50,,,0,0
539,1,1.2075648348440184,1,1,4,1976,1,2,5000,80,1,1,0,0,1,1
540,2,1.2075648348440184,1,1,4,1944,2,3,2000,80,1,2,0,0,1,1
541,3,1.2524284086434012,1,1,4,1990,1,4,4300,90,1,3,0,0,1,1
542,4,1.2038247711023997,1,1,4,1973,2,4,3250,20,5,4,0,0,1,1
543,-7,0.5011444524580629,1,2,1,1972,1,4,5500,150,16,-7,,,0,0
544,-8,1.2075648348440184,1,1,4,1981,1,5,6000,80,1,-8,,,0,0
545,1,1.2075648348440184,1,1,4,1938,1,2,2375,50,8,1,0,0,1,1
546,1,1.2075648348440184,1,1,4,1991,2,3,1550,30,7,1,0,0,1,1
547,-8,1.2075648348440184,1,1,4,1935,2,2,-7,60,6,-8,,,0,0
548,-8,1.2075648348440184,1,1,4,1942,2,5,-7,80,2,-8,,,0,0
549,4,1.2524284086434012,1,1,4,2000,2,5,-50,50,8,4,0,0,1,1
550,-8,1.2038247711023997,3,1,-10,1999,2,7,1500,90,95,-8,,,0,0
551,42,0.5445972257083529,1,2,1,1957,1,3,1063,150,16,42,1,1,1,1
552,-8,1.2524284086434012,1,1,4,1992,1,5,2625,60,7,-8,,,0,0
553,2,1.2038247711023997,1,1,4,1978,2,3,1875,30,7,2,0,0,1,1
554,90,0.5408545025487828,1,2,1,2000,2,5,-50,160,17,90,0,0,1,1
555,3,0.5408545025487828,1,2,1,1942,2,3,1063,130,16,3,0,0,1,1
556,-8,1.2038247711023997,1,1,4,1974,2,4,3750,50,8,-8,,,0,0
557,-8,0.5011444524580629,1,2,1,1983,2,3,2375,150,16,-8,,,0,0
558,1,1.2524284086434012,1,1,4,1970,2,5,1320,10,11,1,0,0,1,1
559,1,1.2038247711023997,1,1,4,1968,1,2,813,30,7,1,0,0,1,1
560,91,0.5408545025487828,1,2,1,1963,2,5,-9,150,16,91,0,,1,0
561,-8,1.2075648348440184,1,1,4,1952,2,2,1050,30,7,-8,,,0,0
562,4,1.2038247711023997,1,1,4,1984,1,5,-9,80,9,4,0,0,1,1
563,1,1.2524284086434012,1,1,4,1955,1,2,2375,60,8,1,0,0,1,1
564,-7,0.5408545025487828,1,2,1,1949,2,2,1000,160,17,-7,,,0,0
565,4,0.5445972257083529,1,2,1,1995,3,5,938,130,12,4,0,0,1,1
566,1,1.2038247711023997,1,1,4,1962,2,3,1625,60,6,1,0,0,1,1
567,4,1.2075648348440184,1,1,4,1969,1,5,5500,80,1,4,0,0,1,1
568,-7,1.2038247711023997,1,1,4,1967,2,3,-50,50,8,-7,,,0,0
569,42,0.5408545025487828,1,2,1,1938,1,2,3250,140,15,42,1,1,1,1
570,1,1.2075648348440184,1,1,4,1989,1,5,3500,80,1,1,0,0,1,1
571,3,1.2075648348440184,1,1,4,1982,2,5,1250,50,8,3,0,0,1,1
572,4,1.2524284086434012,1,1,4,2000,1,2,850,30,7,4,0,0,1,1
573,1,1.2038247711023997,1,1,4,1968,1,3,2875,50,8,1,0,0,1,1
574,4,1.2038247711023997,1,1,2,1963,1,3,2125,90,15,4,0,0,1,1
575,3,1.2075648348440184,1,1,4,1933,1,4,3750,30,11,3,0,0,1,1
576,1,1.2075648348440184,1,1,-10,1978,1,2,1800,80,95,1,0,0,1,1
577,2,1.2524284086434012,1,1,4,1949,2,2,1438,60,6,2,0,0,1,1
578,4,1.2524284086434012,1,1,4,1950,2,5,2375,60,6,4,0,0,1,1
579,4,1.2075648348440184,1,1,4,1972,1,5,4250,90,2,4,0,0,1,1
580,2,1.2524284086434012,1,1,4,1943,1,2,-9,50,8,2,0,0,1,1
581,4,1.2075648348440184,1,1,4,1993,2,5,2900,111,2,4,0,0,1,1
582,4,0.5445972257083529,1,2,1,1987,2,5,2600,140,15,4,0,0,1,1
583,1,1.2524284086434012,1,1,4,1964,1,2,4000,80,1,1,0,0,1,1
584,-8,1.2038247711023997,1,1,4,1942,2,2,1313,70,9,-8,,,0,0
585,4,1.2038247711023997,1,1,4,1956,2,3,1875,50,8,4,0,0,1,1
586,1,1.2075648348440184,1,1,4,1967,1,5,3000,90,2,1,0,0,1,1
587,3,0.5445972257083529,1,2,-32,1979,2,4,2875,120,-9,3,0,0,1,1
588,2,1.2038247711023997,1,1,4,2000,2,5,-9,40,3,2,0,0,1,1
589,4,0.5445972257083529,1,2,3,1984,1,5,3250,120,11,4,0,0,1,1
590,42,0.5445972257083529,1,2,1,1958,2,3,813,140,15,42,1,1,1,1
591,3,1.2075648348440184,1,1,4,1993,2,4,1600,50,8,3,0,0,1,1
592,3,1.2524284086434012,1,1,4,1971,2,5,2875,90,6,3,0,0,1,1
593,-8,0.5445972257083529,1,2,1,1953,2,3,1188,140,12,-8,,,0,0
594,42,1.2038247711023997,1,1,4,1971,2,2,1500,90,7,42,1,1,1,1
595,42,1.2524284086434012,1,1,4,1990,1,2,2875,60,6,42,1,1,1,1
596,42,0.5011444524580629,1,2,1,1963,1,3,1000,120,13,42,1,1,1,1
597,6,0.5408545025487828,1,2,1,1950,2,4,2125,140,15,6,0,0,1,1
598,2,0.5011444524580629,1,2,1,1974,1,3,-9,120,12,2,0,0,1,1
599,42,0.5011444524580629,1,2,1,1988,1,3,2300,150,16,42,1,1,1,1
600,2,1.2075648348440184,1,1,4,1967,2,2,1100,50,8,2,0,0,1,1
601,3,1.2075648348440184,1,1,4,1935,2,5,1875,30,8,3,0,0,1,1
602,3,1.2524284086434012,2,1,4,1998,2,4,2500,80,1,3,0,0,1,1
603,4,0.5445972257083529,1,2,1,1986,2,5,1438,140,15,4,0,0,1,1
604,2,0.5445972257083529,1,2,1,1938,1,4,1875,140,15,2,0,0,1,1
605,4,1.2075648348440184,1,1,2,1981,2,4,881,90,12,4,0,0,1,1
606,3,1.2524284086434012,1,1,4,1949,1,-33,2250,90,2,3,0,0,1,1
607,2,0.5011444524580629,1,2,1,1978,1,5,3500,140,15,2,0,0,1,1
608,3,1.2524284086434012,1,1,4,1990,1,5,2600,90,2,3,0,0,1,1
609,4,1.2038247711023997,1,1,4,2004,2,1,813,90,2,4,0,0,1,1
610,1,1.2524284086434012,1,1,4,1978,1,3,2750,80,1,1,0,0,1,1
611,2,1.2075648348440184,1,1,4,1951,2,3,1700,50,8,2,0,0,1,1
612,1,1.2524284086434012,3,1,-10,1950,1,5,1875,60,95,1,0,0,1,1
613,6,0.5408545025487828,1,2,1,1965,2,5,2500,120,14,6,0,0,1,1
614,1,0.5011444524580629,1,2,1,1954,2,5,1313,160,14,1,0,0,1,1
615,2,1.2524284086434012,1,1,4,1988,2,4,2000,50,8,2,0,0,1,1
616,2,0.5011444524580629,1,2,1,1930,2,2,1200,160,17,2,0,0,1,1
617,-9,0.5408545025487828,1,2,1,1939,2,4,1625,140,15,-9,,,0,0
618,-8,0.5011444524580629,1,2,3,1978,1,5,8000,120,8,-8,,,0,0
619,2,0.5011444524580629,1,2,1,1953,2,3,1875,120,12,2,0,0,1,1
620,1,1.2524284086434012,1,1,4,1955,2,2,940,90,2,1,0,0,1,1
621,1,1.2075648348440184,1,1,2,1949,2,2,-50,90,15,1,0,0,1,1
622,-8,1.2038247711023997,1,1,4,1986,2,2,1438,90,2,-8,,,0,0
623,91,0.5011444524580629,1,2,1,1950,1,5,2500,150,16,91,0,,1,0
624,-9,1.2075648348440184,1,1,4,1959,2,-9,-9,30,7,-9,,,0,0
625,-50,1.2524284086434012,3,1,-10,1998,2,5,700,70,95,-50,,,0,0
626,-8,0.5445972257083529,1,2,1,1980,2,3,2625,140,15,-8,,,0,0
627,-9,0.5408545025487828,1,2,1,1956,2,-9,-9,160,17,-9,,,0,0
628,-8,1.2524284086434012,1,1,4,1965,2,2,-9,80,1,-8,,,0,0
629,-8,1.2038247711023997,2,1,4,1992,1,4,2500,70,9,-8,,,0,0
630,1,0.5408545025487828,1,2,1,1961,2,2,938,140,15,1,0,0,1,1
631,2,1.2075648348440184,1,1,4,1940,1,2,3750,80,1,2,0,0,1,1
632,4,1.2038247711023997,1,1,4,1984,2,5,1000,60,6,4,0,0,1,1
633,2,0.5445972257083529,1,2,1,1941,2,4,-7,120,15,2,0,0,1,1
634,42,0.5445972257083529,1,2,1,1979,2,2,1313,130,14,42,1,1,1,1
635,42,1.2075648348440184,1,1,4,1952,2,3,1400,50,8,42,1,1,1,1
636,2,0.5445972257083529,1,2,1,1967,2,3,1875,130,14,2,0,0,1,1
637,-8,0.5445972257083529,1,2,1,1964,2,3,1500,160,17,-8,,,0,0
638,1,1.2524284086434012,1,1,4,1965,2,5,2875,60,1,1,0,0,1,1
639,1,1.2524284086434012,1,1,4,1945,1,2,1520,60,6,1,0,0,1,1
640,42,1.2075648348440184,1,1,2,1960,1,2,250,10,14,42,1,1,1,1
641,-9,0.5408545025487828,1,2,1,1945,1,3,1875,120,12,-9,,,0,0
642,3,0.5408545025487828,1,2,1,1960,1,5,8000,130,13,3,0,0,1,1
643,-50,1.2038247711023997,3,1,-10,1982,2,5,2625,70,95,-50,,,0,0
644,4,1.2524284086434012,1,1,4,1952,2,5,800,80,2,4,0,0,1,1
645,42,0.5408545025487828,1,2,1,1974,2,3,2100,140,15,42,1,1,1,1
646,2,1.2038247711023997,1,1,4,1931,2,3,-9,90,2,2,0,0,1,1
647,-7,1.2038247711023997,1,1,4,1956,2,3,550,90,2,-7,,,0,0
