respid,y,t,w,yborn,age_1990,e_hat,m1_hat,m0_hat,psi_aipw,cate_hat
290,0,0,1.2038247711023995,1976.0,14.0,0.14615912217154792,0.13353107237908518,0.04278800962764912,0.14085545574961458,0.09093960755436341
291,0,1,0.5408545025487828,1963.0,27.0,0.1888131889241633,0.3253338502870736,0.0667576244471581,-1.4644699879377872,0.1662666239696093
292,1,1,0.5011444524580629,1970.0,20.0,0.13059072235218155,0.29999806569815785,0.15970675519872785,5.500564396469909,0.13652479861405467
294,1,1,0.5011444524580629,1976.0,14.0,0.14444830591996646,0.14143006760176358,0.039285860502798246,6.04593099594465,0.09093960755436341
296,0,0,1.2524284086434012,1976.0,14.0,0.11400327808869185,0.3920026056181841,0.12770949285617578,0.4084352858624637,0.08812301533362266
300,0,1,0.5408545025487828,1957.0,33.0,0.21183276655209654,0.10431220856315948,0.04765667976904732,-0.435771635619594,0.14029002090493614
304,0,0,1.2524284086434012,1960.0,30.0,0.17012340816137114,0.3762903059654728,0.033416352164234615,0.38314060608769346,0.28786064416266033
307,0,0,1.2524284086434012,1976.0,14.0,0.11732942911644934,0.32096582266170187,0.10764071568033973,0.3352740188756283,0.08812301533362266
308,0,1,0.5445972257083529,1977.0,13.0,0.11698451481844596,0.3048960871078053,0.0946427699151002,-2.3960410934905254,0.18344182111382
309,0,1,0.5408545025487828,1960.0,30.0,0.19114838357340672,0.2181822023119166,0.04168727882170159,-0.9649335219568692,0.1574244786338341
313,0,0,1.2524284086434012,1956.0,34.0,0.21539585319180043,0.1661118551417123,0.023126224326773536,0.17246065260886115,0.16404772954172586
317,0,1,0.5011444524580629,1980.0,10.0,0.1321610417032794,0.14886659276467984,0.03939991178984994,-1.0169363107548115,0.23583343687788358
318,0,1,0.5408545025487828,1958.0,32.0,0.2071121935354443,0.11568436362230293,0.03529576038641236,-0.47817031909286745,0.08428464898503431
319,0,0,1.2038247711023995,1984.0,6.0,0.1098390879588319,0.13505257439119914,0.07432006263150405,0.14422310500657864,0.07834689667803958
321,0,0,1.2075648348440184,1964.0,26.0,0.1852191601678791,0.3332418816400572,0.060760471958186874,0.34705418924147075,0.2265914620720696
325,0,0,1.2524284086434012,1942.0,48.0,0.24853417577681747,0.12201313935457724,0.031757230320728004,0.13251628774575752,0.059005412522895484
326,0,0,1.2038247711023995,1940.0,50.0,0.24263051709176608,0.1582340927041666,0.015268676682875446,0.16312555849791305,0.14435135130902488
327,1,1,1.2075648348440184,1977.0,13.0,0.1128819672297965,0.26930379171776897,0.08887218386160176,6.653531131314466,0.18344182111382
328,0,0,1.2075648348440184,1967.0,23.0,0.1432292487839592,0.2929118356150102,0.10328074716204692,0.3101776255697561,0.2325530218657291
331,0,0,1.2524284086434012,1967.0,23.0,0.14369792249638413,0.305811245432371,0.0886523056554713,0.32068818253422204,0.2325530218657291
332,0,0,0.5445972257083529,1988.0,2.0,0.11418193441164967,0.1330164299839337,0.11412960293988153,0.1477277339678435,0.048276822477036734
