variable,dtype,missing_share,nunique,top_values
ra05,int64,0.0,8,"{5: 3572, 4: 761, 3: 341, 6: 267, 2: 172, 1: 85, -9: 45, -42: 3}"
ra06,int64,0.0,8,"{5: 3936, 4: 449, 6: 328, 3: 321, 2: 92, 1: 75, -9: 44, -42: 1}"
rp06,int64,0.0,8,"{6: 1331, 7: 1255, 2: 694, 1: 591, 3: 527, 5: 416, 4: 411, -9: 21}"
rd08,int64,0.0,8,"{-10: 4065, 5: 312, 3: 249, 2: 199, 4: 192, 1: 163, -9: 55, -41: 11}"
rd09,int64,0.0,8,"{-10: 4065, 1: 411, 5: 232, 2: 180, 4: 156, 3: 141, -9: 50, -41: 11}"
rd10,int64,0.0,8,"{-10: 4065, 5: 368, 4: 236, 1: 222, 3: 159, 2: 132, -9: 53, -41: 11}"
rd13,int64,0.0,8,"{-10: 4065, 5: 405, 1: 312, 4: 199, 3: 128, 2: 85, -9: 41, -41: 11}"
rd14,int64,0.0,8,"{-10: 4065, 5: 489, 4: 204, 1: 163, 3: 154, 2: 126, -9: 34, -41: 11}"
rd15,int64,0.0,8,"{-10: 4065, 5: 554, 4: 257, 3: 159, 1: 101, 2: 61, -9: 38, -41: 11}"
rd16,int64,0.0,8,"{-10: 4065, 5: 691, 4: 172, 1: 105, 3: 94, 2: 64, -9: 44, -41: 11}"
rd17,int64,0.0,8,"{-10: 4065, 1: 581, 2: 208, 3: 182, 4: 83, 5: 74, -9: 42, -41: 11}"
rd19,int64,0.0,8,"{-10: 4065, 1: 988, 2: 63, -9: 49, 3: 27, 4: 22, 5: 21, -41: 11}"
rd20,int64,0.0,8,"{-10: 4065, 3: 295, 5: 290, 4: 212, 1: 207, 2: 131, -9: 35, -41: 11}"
pe04,int64,0.0,8,"{-11: 1596, 3: 1430, 2: 1010, 4: 810, 1: 363, -9: 24, -8: 12, -42: 1}"
pe05,int64,0.0,8,"{-11: 1596, 3: 1476, 2: 1399, 4: 578, 1: 149, -9: 29, -8: 18, -42: 1}"
pe06,int64,0.0,8,"{3: 1604, -11: 1596, 2: 899, 4: 845, 1: 258, -9: 32, -8: 9, -42: 3}"
pe08,int64,0.0,8,"{2: 1641, -11: 1596, 3: 1340, 1: 386, 4: 189, -8: 50, -9: 43, -42: 1}"
pa29,int64,0.0,8,"{1: 1827, -11: 1596, 2: 1013, 3: 608, 4: 115, -9: 30, -8: 29, 5: 28}"
pa30,int64,0.0,8,"{-11: 1596, 1: 1406, 2: 1144, 3: 845, 4: 186, 5: 29, -9: 23, -8: 17}"
pa32,int64,0.0,8,"{-11: 1596, 3: 1242, 4: 820, 2: 723, 1: 429, 5: 299, -8: 80, -9: 57}"
pa34,int64,0.0,8,"{-11: 1596, 3: 1205, 4: 878, 2: 716, 5: 429, 1: 347, -8: 40, -9: 35}"
im02,int64,0.0,8,"{-11: 1647, 2: 1242, 3: 1102, 4: 688, 1: 466, -9: 64, -8: 36, -42: 1}"
im03,int64,0.0,8,"{1: 2281, -11: 1647, 2: 1059, 3: 201, 4: 34, -9: 17, -8: 5, -42: 2}"
im04,int64,0.0,8,"{3: 1715, -11: 1647, 2: 1157, 4: 372, 1: 279, -9: 46, -8: 29, -42: 1}"
im05,int64,0.0,8,"{-11: 1647, 2: 1520, 3: 1237, 1: 474, 4: 319, -9: 35, -8: 11, -42: 3}"
im06,int64,0.0,8,"{-11: 1647, 2: 1632, 1: 1508, 3: 381, 4: 53, -9: 17, -8: 6, -42: 2}"
im08,int64,0.0,8,"{1: 1747, -11: 1647, 2: 1452, 3: 325, 4: 42, -9: 26, -8: 4, -42: 3}"
im11,int64,0.0,8,"{-11: 1647, 2: 1490, 1: 880, 3: 865, 4: 315, -9: 29, -8: 18, -42: 2}"
im12,int64,0.0,8,"{-11: 1647, 4: 1276, 3: 1265, 2: 669, 1: 285, -8: 52, -9: 50, -42: 2}"
im17,int64,0.0,8,"{-11: 1647, 2: 1571, 3: 1285, 1: 471, 4: 195, -9: 45, -8: 31, -42: 1}"
im19,int64,0.0,8,"{-11: 1647, 3: 1408, 2: 1189, 4: 507, 1: 391, -9: 60, -8: 43, -42: 1}"
im20,int64,0.0,8,"{-11: 1647, 3: 1309, 2: 1280, 4: 595, 1: 295, -9: 62, -8: 57, -42: 1}"
im21,int64,0.0,8,"{3: 1694, -11: 1647, 4: 922, 2: 783, 1: 117, -9: 51, -8: 30, -42: 2}"
pd11,int64,0.0,8,"{2: 1737, -11: 1647, 1: 1476, 3: 289, -9: 43, 4: 43, -8: 10, -42: 1}"
im22,int64,0.0,8,"{1: 2356, -11: 1647, 2: 984, 3: 139, 4: 59, -9: 36, 5: 24, -42: 1}"
im28,int64,0.0,8,"{-11: 1647, 5: 1159, 4: 922, 3: 698, 2: 499, 1: 269, -9: 51, -42: 1}"
mstat,int64,0.0,8,"{1: 2841, 5: 1463, 4: 459, 3: 355, 2: 88, -9: 38, -42: 1, -41: 1}"
sciscd97,int64,0.0,8,"{-10: 2403, 5: 1215, 3: 1145, 4: 206, 2: 134, 6: 90, -32: 30, 1: 23}"
scwork,int64,0.0,8,"{-10: 2403, 1: 1151, 4: 1099, 2: 428, 3: 135, -9: 24, -41: 5, -42: 1}"
pagec,int64,0.0,8,"{-10: 4223, 3: 338, 2: 294, 4: 207, 5: 112, 6: 47, -32: 22, 1: 3}"
pisced97,int64,0.0,8,"{-10: 4223, 5: 422, 3: 411, 4: 94, 2: 46, 6: 25, -32: 17, 1: 8}"
pdw03,int64,0.0,8,"{-10: 4976, 2: 112, 1: 87, 6: 32, 4: 18, 3: 17, -41: 2, -42: 2}"
dh09,int64,0.0,8,"{2: 3016, 1: 1278, 3: 484, -32: 258, 4: 173, 5: 30, 6: 6, 7: 1}"
hh2mstat,int64,0.0,8,"{1: 2839, -10: 1283, 5: 749, 4: 151, 3: 100, -9: 79, 2: 42, -41: 3}"
hh7kin,int64,0.0,8,"{-10: 5224, 3: 12, 5: 3, -9: 3, 4: 1, 16: 1, 7: 1, 9: 1}"
kh6age,int64,0.0,8,"{-10: 5233, -32: 7, 40: 1, 56: 1, 31: 1, 27: 1, 28: 1, 47: 1}"
kh7yborn,int64,0.0,8,"{-10: 5235, -41: 5, 1986: 1, 1974: 1, 2000: 1, -9: 1, 1995: 1, 1976: 1}"
pn17,int64,0.0,8,"{-11: 1596, 2: 1385, 3: 1382, 4: 465, 1: 309, -9: 78, -8: 30, -42: 1}"
pr04,int64,0.0,8,"{-11: 1647, 2: 1374, 3: 973, 1: 776, 4: 199, -8: 175, -9: 101, -42: 1}"
pr07,int64,0.0,8,"{-11: 1647, 3: 1542, 4: 1306, 2: 454, -8: 112, -9: 105, 1: 79, -42: 1}"
pr09,int64,0.0,8,"{-11: 1647, 1: 1134, 2: 1079, 3: 810, 4: 360, -8: 114, -9: 100, -42: 2}"
mp16,int64,0.0,8,"{-11: 1647, 2: 1365, 1: 922, 3: 789, 4: 354, -9: 80, 5: 50, -8: 39}"
mp17,int64,0.0,8,"{-11: 1647, 2: 1511, 3: 935, 1: 931, -9: 79, 4: 78, -8: 40, 5: 25}"
mp18,int64,0.0,8,"{-11: 1647, 2: 1236, 3: 870, 4: 773, 1: 511, 5: 87, -9: 83, -8: 39}"
mp19,int64,0.0,8,"{-11: 1647, 4: 1005, 3: 921, 2: 849, 1: 522, 5: 173, -9: 83, -8: 46}"
pi08,int64,0.0,8,"{4: 1812, -11: 1647, 3: 1355, 2: 270, 1: 70, -9: 52, -42: 20, -8: 20}"
xs06a,int64,0.0,8,"{-10: 4471, 1: 253, 2: 208, 3: 151, -9: 83, 4: 54, 5: 25, -42: 1}"
xt02,int64,0.0,8,"{6: 2171, 5: 2024, 7: 600, 8: 218, -9: 130, 4: 90, 9: 11, -41: 2}"
li01,int64,0.0,9,"{7: 4140, 6: 472, 5: 228, 4: 115, 1: 101, 3: 89, 2: 75, -9: 25, -42: 1}"
li02,int64,0.0,9,"{6: 1281, 7: 1280, 5: 1152, 1: 551, 4: 457, -9: 220, 3: 184, 2: 120, -42: 1}"
li03,int64,0.0,9,"{7: 2000, 6: 1589, 5: 989, 4: 408, 3: 146, 2: 44, -9: 39, 1: 30, -42: 1}"
li04,int64,0.0,9,"{6: 1767, 7: 1534, 5: 1102, 4: 509, 3: 195, 2: 74, 1: 37, -9: 24, -42: 4}"
li05,int64,0.0,9,"{6: 1308, 7: 1197, 5: 1115, 4: 773, 3: 441, 2: 219, 1: 150, -9: 41, -42: 2}"
li10,int64,0.0,9,"{1: 2537, 2: 691, 4: 478, 3: 473, 5: 382, 7: 341, 6: 287, -9: 47, -42: 10}"
li07,int64,0.0,9,"{5: 1385, 4: 1272, 6: 874, 3: 687, 7: 410, 2: 311, 1: 240, -9: 65, -42: 2}"
vg03,int64,0.0,9,"{-11: 2571, 4: 864, 5: 709, 3: 669, 2: 220, 6: 165, 1: 29, -9: 17, -42: 2}"
vg04,int64,0.0,9,"{-11: 2571, 5: 942, 4: 784, 3: 452, 6: 243, 2: 177, 1: 53, -9: 21, -42: 3}"
vg05,int64,0.0,9,"{-11: 2571, 3: 733, 4: 664, 5: 545, 2: 457, 1: 144, 6: 109, -9: 20, -42: 3}"
vg07,int64,0.0,9,"{-11: 2571, 3: 775, 4: 650, 5: 489, 2: 480, 1: 133, 6: 123, -9: 24, -42: 1}"
vg08,int64,0.0,9,"{-11: 2571, 5: 1066, 4: 734, 6: 341, 3: 338, 2: 148, 1: 28, -9: 19, -42: 1}"
vg10,int64,0.0,9,"{-11: 2571, 4: 696, 3: 680, 5: 650, 2: 366, 6: 178, 1: 79, -9: 25, -42: 1}"
vi01,int64,0.0,9,"{-11: 2675, 7: 1158, 6: 867, 5: 349, 4: 111, 3: 52, 2: 18, 1: 10, -9: 6}"
vi02,int64,0.0,9,"{-11: 2675, 5: 848, 6: 580, 4: 565, 7: 263, 3: 182, 2: 72, 1: 50, -9: 11}"
vi10,int64,0.0,9,"{-11: 2675, 4: 521, 3: 515, 5: 429, 2: 389, 1: 384, 6: 219, 7: 97, -9: 17}"
vi11,int64,0.0,9,"{-11: 2675, 7: 698, 6: 673, 5: 561, 4: 358, 3: 149, 2: 63, 1: 53, -9: 16}"
vi12,int64,0.0,9,"{-11: 2675, 1: 1055, 7: 312, 2: 288, 6: 255, 4: 234, 3: 216, 5: 196, -9: 15}"
vi13,int64,0.0,9,"{-11: 2675, 6: 876, 7: 615, 5: 503, 4: 218, 1: 153, 3: 84, -9: 75, 2: 47}"
vi14,int64,0.0,9,"{-11: 2675, 6: 789, 7: 701, 5: 564, 4: 302, 3: 102, 1: 54, 2: 40, -9: 19}"
ma04,int64,0.0,9,"{1: 2636, -11: 1596, 2: 357, 4: 188, 3: 171, 7: 140, 5: 77, 6: 46, -9: 35}"
mp06,int64,0.0,9,"{1: 1764, -11: 1596, 2: 825, 4: 381, 3: 369, 5: 142, 6: 65, 7: 64, -9: 40}"
mn01,int64,0.0,9,"{-11: 1596, 1: 1470, 7: 502, 2: 449, 4: 343, 5: 318, 3: 270, 6: 268, -9: 30}"
mn07,int64,0.0,9,"{7: 2185, -11: 1596, 6: 654, 5: 323, 4: 217, 3: 103, 1: 72, 2: 71, -9: 25}"
mn08,int64,0.0,9,"{-11: 1596, 7: 1568, 6: 902, 5: 537, 4: 318, 3: 132, 2: 94, 1: 77, -9: 22}"
mn09,int64,0.0,9,"{7: 2389, -11: 1596, 6: 606, 5: 285, 4: 167, 3: 76, 1: 64, 2: 34, -9: 29}"
rd01,int64,0.0,9,"{6: 2451, 3: 1161, 1: 1135, 5: 155, 4: 139, 2: 100, -7: 73, -9: 25, -42: 7}"
rd05,int64,0.0,9,"{-10: 3987, 1: 713, 3: 457, 2: 39, 4: 27, -41: 7, 5: 6, -9: 6, -42: 4}"
rd11,int64,0.0,9,"{-10: 4065, 5: 407, 4: 240, 1: 191, 3: 151, 2: 143, -9: 37, -41: 11, -42: 1}"
rd12,int64,0.0,9,"{-10: 4065, 1: 897, 2: 97, -9: 56, 3: 52, 5: 39, 4: 28, -41: 11, -42: 1}"
rd18,int64,0.0,9,"{-10: 4065, 5: 389, 1: 218, 4: 196, 3: 187, 2: 140, -9: 39, -41: 11, -42: 1}"
pt01,int64,0.0,9,"{-11: 1596, 5: 1009, 6: 907, 4: 607, 7: 401, 3: 394, 2: 205, 1: 111, -9: 16}"
pt04,int64,0.0,9,"{-11: 1596, 5: 1089, 4: 868, 6: 691, 3: 419, 2: 206, 7: 198, 1: 118, -9: 61}"
pt19,int64,0.0,9,"{-11: 1596, 4: 897, 3: 634, 5: 623, 1: 502, 2: 486, 6: 309, -9: 121, 7: 78}"
pt20,int64,0.0,9,"{-11: 1596, 4: 820, 5: 652, 3: 650, 1: 520, 2: 452, 6: 344, -9: 113, 7: 99}"
pa31,int64,0.0,9,"{-11: 1596, 3: 1194, 4: 824, 2: 715, 1: 537, 5: 308, -8: 42, -9: 29, -42: 1}"
pa33,int64,0.0,9,"{-11: 1596, 3: 1086, 2: 812, 4: 779, 1: 676, 5: 237, -9: 37, -8: 22, -42: 1}"
pa35,int64,0.0,9,"{-11: 1596, 3: 1269, 2: 817, 4: 740, 1: 535, 5: 232, -9: 33, -8: 23, -42: 1}"
iscd11,int64,0.0,9,"{3: 2038, 7: 1128, 5: 750, 4: 408, 6: 405, 2: 287, 8: 127, -32: 60, 1: 43}"
dw19c,int64,0.0,9,"{-10: 4709, 4: 110, 5: 105, 3: 100, 2: 98, 6: 87, -9: 16, 1: 14, -41: 7}"
dw03,int64,0.0,9,"{-10: 3006, 2: 1589, 1: 256, 6: 146, 4: 125, 3: 107, 5: 6, -41: 6, -9: 5}"
dw23c,int64,0.0,9,"{-10: 4918, 6: 123, 5: 63, -9: 42, 4: 40, 2: 27, 3: 20, -41: 9, 1: 4}"
rp02,int64,0.0,9,"{-10: 5084, 6: 46, 5: 29, 2: 26, 3: 21, 4: 19, 1: 10, -41: 7, -9: 4}"
rp04b,int64,0.0,9,"{7: 2834, 6: 870, 1: 587, 5: 347, 2: 265, 4: 168, 3: 116, -9: 57, -42: 2}"
pde17,int64,0.0,9,"{-10: 5172, 3: 27, 1: 24, 7: 9, 2: 6, 5: 4, -41: 2, -42: 1, -9: 1}"
hh3mstat,int64,0.0,9,"{-10: 3570, 5: 1252, 1: 220, -9: 172, 4: 17, -41: 10, 3: 3, -33: 1, 2: 1}"
hh7mborn,int64,0.0,9,"{-10: 3580, -15: 1656, 12: 2, 7: 2, 3: 2, 8: 1, 4: 1, 9: 1, 10: 1}"
dh12,int64,0.0,9,"{11: 2700, 51: 717, 52: 579, 21: 440, 41: 268, -32: 202, 22: 156, 42: 131, 33: 53}"
dk11,int64,0.0,9,"{0: 3602, 1: 724, 2: 571, -32: 172, 3: 146, 4: 18, 5: 7, 6: 4, 7: 2}"
kh6yborn,int64,0.0,9,"{-10: 5233, -41: 5, -9: 2, 1982: 1, 1967: 1, 1991: 1, 1995: 1, 1994: 1, 1975: 1}"
xr20,int64,0.0,10,"{1: 3703, 2: 524, -10: 421, 3: 363, 4: 112, 5: 100, 6: 15, -9: 5, -42: 2, -8: 1}"
id02,int64,0.0,10,"{3: 2868, 2: 1251, 4: 793, 1: 223, 5: 54, -50: 15, -7: 13, -42: 11, -8: 10, -9: 8}"
vi03,int64,0.0,10,"{-11: 2675, 4: 665, 3: 516, 1: 445, 2: 402, 5: 373, 6: 103, 7: 47, -9: 19, -42: 1}"
vi04,int64,0.0,10,"{-11: 2675, 6: 718, 5: 654, 7: 507, 4: 406, 3: 154, 2: 68, 1: 47, -9: 16, -42: 1}"
vi05,int64,0.0,10,"{-11: 2675, 7: 908, 6: 862, 5: 469, 4: 213, 3: 67, 2: 23, -9: 17, 1: 11, -42: 1}"
vi06,int64,0.0,10,"{-11: 2675, 5: 663, 6: 581, 4: 569, 7: 314, 3: 243, 2: 122, 1: 58, -9: 19, -42: 2}"
vi07,int64,0.0,10,"{-11: 2675, 4: 651, 5: 566, 3: 400, 6: 319, 2: 302, 7: 159, 1: 143, -9: 29, -42: 2}"
vi08,int64,0.0,10,"{-11: 2675, 6: 859, 7: 680, 5: 581, 4: 271, 3: 99, 2: 44, 1: 22, -9: 14, -42: 1}"
vi09,int64,0.0,10,"{-11: 2675, 5: 672, 6: 651, 4: 532, 7: 341, 3: 194, 2: 90, 1: 72, -9: 17, -42: 2}"
dm02c,int64,0.0,10,"{-10: 4586, 8: 215, 6: 171, 5: 85, 7: 61, 4: 51, 2: 46, 3: 29, -9: 1, 1: 1}"
ma01b,int64,0.0,10,"{-11: 1596, 7: 1143, 5: 753, 4: 592, 6: 540, 3: 298, 2: 168, 1: 129, -9: 26, -42: 1}"
ma02,int64,0.0,10,"{-11: 1596, 1: 1455, 2: 625, 4: 516, 3: 480, 5: 245, 7: 196, 6: 91, -9: 40, -42: 2}"
ma03,int64,0.0,10,"{-11: 1596, 1: 1506, 2: 553, 4: 454, 3: 407, 7: 292, 5: 245, 6: 145, -9: 46, -42: 2}"
mp02,int64,0.0,10,"{-11: 1596, 4: 727, 1: 627, 2: 493, 7: 485, 5: 479, 3: 461, 6: 325, -9: 52, -42: 1}"
mp04,int64,0.0,10,"{-11: 1596, 1: 634, 4: 617, 2: 519, 7: 510, 3: 490, 5: 462, 6: 352, -9: 65, -42: 1}"
mp05,int64,0.0,10,"{-11: 1596, 4: 792, 5: 601, 3: 454, 1: 443, 6: 427, 7: 420, 2: 420, -9: 92, -42: 1}"
mp07,int64,0.0,10,"{-11: 1596, 1: 700, 4: 684, 2: 539, 5: 463, 3: 406, 7: 378, 6: 354, -9: 123, -42: 3}"
mp10,int64,0.0,10,"{-11: 1596, 4: 767, 5: 712, 6: 515, 7: 421, 3: 418, 1: 406, 2: 357, -9: 53, -42: 1}"
mp12,int64,0.0,10,"{-11: 1596, 5: 723, 4: 653, 6: 652, 7: 546, 3: 413, 2: 316, 1: 304, -9: 41, -42: 2}"
mn02,int64,0.0,10,"{-11: 1596, 1: 1585, 2: 521, 7: 361, 4: 352, 3: 283, 5: 283, 6: 232, -9: 31, -42: 2}"
mn03,int64,0.0,10,"{7: 1760, -11: 1596, 6: 861, 5: 548, 4: 250, 3: 110, 1: 61, 2: 45, -9: 14, -42: 1}"
mn04,int64,0.0,10,"{-11: 1596, 7: 825, 6: 743, 5: 736, 4: 543, 1: 287, 3: 280, 2: 209, -9: 26, -42: 1}"
mn05,int64,0.0,10,"{-11: 1596, 7: 1191, 6: 779, 5: 690, 4: 472, 3: 240, 2: 136, 1: 121, -9: 20, -42: 1}"
mn06,int64,0.0,10,"{1: 2544, -11: 1596, 2: 411, 4: 228, 3: 216, 5: 108, 7: 55, 6: 55, -9: 30, -42: 3}"
mg01,int64,0.0,10,"{-11: 1596, 2: 1037, 3: 756, 4: 652, 5: 419, 1: 399, 6: 146, -8: 112, 7: 81, -9: 48}"
mg05,int64,0.0,10,"{-11: 1596, 1: 1048, 2: 828, 4: 478, 3: 429, -8: 296, 5: 250, 6: 132, 7: 95, -9: 94}"
mg06,int64,0.0,10,"{-11: 1596, 2: 1075, 3: 721, 4: 615, 1: 550, 5: 336, 6: 137, -8: 90, 7: 74, -9: 52}"
mm05,int64,0.0,10,"{-11: 1647, 7: 868, 1: 819, 4: 453, 6: 443, 5: 334, 2: 271, 3: 221, -8: 118, -9: 72}"
mm06,int64,0.0,10,"{-11: 1647, 7: 686, 4: 561, 2: 509, 5: 475, 6: 381, 3: 369, 1: 328, -8: 188, -9: 102}"
pt02,int64,0.0,10,"{-11: 1596, 6: 960, 5: 747, 7: 729, 4: 516, 3: 267, 2: 185, 1: 138, -9: 107, -42: 1}"
pt03,int64,0.0,10,"{-11: 1596, 4: 837, 5: 820, 3: 556, 6: 472, 2: 386, 1: 365, 7: 156, -9: 55, -42: 3}"
pt06,int64,0.0,10,"{1: 1633, -11: 1596, 2: 640, 3: 462, 4: 419, 5: 214, -9: 159, 6: 83, 7: 38, -42: 2}"
pt07,int64,0.0,10,"{-11: 1596, 1: 1110, 4: 568, 2: 558, 3: 547, 5: 391, -9: 207, 6: 196, 7: 68, -42: 5}"
pt08,int64,0.0,10,"{-11: 1596, 6: 901, 5: 899, 4: 693, 3: 415, 7: 308, 2: 220, 1: 167, -9: 46, -42: 1}"
pt09,int64,0.0,10,"{-11: 1596, 4: 810, 3: 791, 2: 727, 1: 638, 5: 451, 6: 168, 7: 33, -9: 29, -42: 3}"
pt10,int64,0.0,10,"{-11: 1596, 4: 895, 3: 751, 5: 619, 2: 600, 1: 418, 6: 278, 7: 49, -9: 36, -42: 4}"
pt11,int64,0.0,10,"{-11: 1596, 6: 1118, 5: 1026, 4: 583, 7: 406, 3: 246, -9: 122, 2: 90, 1: 57, -42: 2}"
pt12,int64,0.0,10,"{-11: 1596, 5: 786, 4: 757, 3: 551, 1: 513, 6: 451, 2: 417, 7: 132, -9: 40, -42: 3}"
pt14,int64,0.0,10,"{-11: 1596, 6: 1103, 5: 970, 4: 599, 7: 381, 3: 317, 2: 167, 1: 87, -9: 24, -42: 2}"
pt15,int64,0.0,10,"{-11: 1596, 4: 971, 3: 774, 2: 620, 1: 539, 5: 522, 6: 132, -9: 63, 7: 28, -42: 1}"
pd12,int64,0.0,10,"{1: 2317, -11: 1596, 2: 906, 3: 266, 4: 54, -8: 37, -9: 30, 5: 28, 6: 9, -42: 3}"
ps03,int64,0.0,10,"{-11: 1596, 2: 1493, 3: 803, 4: 501, 5: 378, 1: 265, 6: 181, -9: 17, -8: 11, -42: 1}"
ps01,int64,0.0,10,"{-11: 1596, 3: 971, 4: 811, 5: 738, 6: 549, 2: 505, 1: 40, -9: 18, -8: 16, -42: 2}"
educ,int64,0.0,10,"{5: 1847, 3: 1639, 2: 905, 4: 625, 1: 77, -9: 54, -33: 54, 7: 26, 6: 18, -41: 1}"
rp01,int64,0.0,10,"{6: 2582, 5: 1440, 4: 610, 3: 217, -10: 155, 2: 140, 1: 57, -9: 36, -41: 7, -42: 2}"
sceduc,int64,0.0,10,"{-10: 2403, 3: 969, 5: 901, 2: 578, 4: 294, 1: 42, -9: 33, -33: 20, 6: 4, -41: 2}"
scde17,int64,0.0,10,"{-10: 4985, 3: 157, 1: 39, 7: 29, 2: 19, 5: 10, -9: 3, -41: 2, -42: 1, 4: 1}"
sciscd11,int64,0.0,10,"{-10: 2403, 3: 1144, 7: 635, 5: 423, 4: 206, 6: 158, 2: 134, 8: 90, -32: 30, 1: 23}"
scdw03,int64,0.0,10,"{-10: 4006, 2: 944, 4: 119, 6: 83, 3: 67, 1: 9, -42: 6, -41: 6, -9: 5, 5: 1}"
piscd11,int64,0.0,10,"{-10: 4223, 3: 411, 7: 198, 6: 118, 5: 106, 4: 94, 2: 46, 8: 25, -32: 17, 1: 8}"
vm16,int64,0.0,10,"{7: 2192, -11: 1647, 6: 509, -8: 263, 4: 216, -9: 168, 5: 160, 1: 53, 3: 22, 2: 16}"
aq01,int64,0.0,10,"{7: 2306, 4: 1583, 6: 426, 3: 294, 1: 237, 5: 205, -9: 103, 8: 64, 2: 17, -33: 11}"
xs13,int64,0.0,10,"{-15: 3243, 0: 1893, 1: 74, 2: 14, 3: 14, 4: 4, 5: 1, 7: 1, 6: 1, 12: 1}"
bik,int64,0.0,10,"{10: 1420, 7: 748, 8: 727, 4: 583, 9: 544, 5: 498, 3: 481, 6: 118, 2: 78, 1: 49}"
mg02,int64,0.0,11,"{-11: 1596, 4: 816, 3: 771, 2: 683, 5: 574, 6: 253, 1: 239, 7: 158, -8: 99, -9: 56}"
mg03,int64,0.0,11,"{-11: 1596, 7: 929, 6: 901, 5: 698, 4: 573, 3: 220, 2: 109, -8: 97, -9: 63, 1: 59}"
mg04,int64,0.0,11,"{-11: 1596, 5: 881, 4: 861, 6: 644, 3: 491, 7: 331, 2: 249, 1: 78, -8: 62, -9: 51}"
mm01,int64,0.0,11,"{-11: 1647, 1: 1022, 7: 543, 4: 529, 2: 457, 5: 319, 3: 295, 6: 236, -8: 123, -9: 73}"
mm02,int64,0.0,11,"{-11: 1647, 1: 954, 4: 629, 2: 515, 3: 494, 5: 350, 6: 235, 7: 227, -8: 121, -9: 72}"
mm03,int64,0.0,11,"{-11: 1647, 4: 700, 5: 574, 7: 552, 2: 434, 6: 411, 3: 391, 1: 381, -8: 94, -9: 60}"
mm04,int64,0.0,11,"{-11: 1647, 7: 650, 4: 596, 1: 533, 2: 473, 5: 437, 6: 397, 3: 338, -8: 107, -9: 64}"
de17,int64,0.0,11,"{-10: 4753, 3: 250, 1: 91, 7: 75, 2: 40, 5: 23, -9: 6, 4: 4, 6: 2, -42: 1}"
de18,int64,0.0,11,"{-10: 4051, 3: 354, 5: 236, 2: 197, 1: 195, 6: 126, 4: 43, 7: 22, -42: 15, -9: 6}"
scde18,int64,0.0,11,"{-10: 4607, 3: 234, 5: 124, 6: 90, 2: 73, 1: 61, 4: 23, 7: 14, -9: 10, -42: 8}"
peduc,int64,0.0,11,"{-10: 4223, 5: 431, 3: 336, 2: 112, 4: 99, 1: 15, -9: 11, 7: 7, 6: 6, -33: 4}"
pde18,int64,0.0,11,"{-10: 4973, 1: 74, 2: 63, 5: 47, 3: 46, 6: 25, 4: 6, 7: 5, -9: 4, -41: 2}"
pdw01,int64,0.0,11,"{-10: 4496, 5: 460, 6: 124, 3: 64, 4: 54, 7: 21, -9: 14, 2: 7, 8: 3, -41: 2}"
feduc,int64,0.0,11,"{2: 2160, 3: 963, 5: 862, -8: 523, 4: 276, 1: 192, -9: 137, 6: 63, -10: 60, -42: 8}"
meduc,int64,0.0,11,"{2: 2269, 3: 1280, 5: 666, -8: 420, 1: 225, 4: 175, -9: 134, 6: 57, -42: 11, -10: 8}"
fde01,int64,0.0,11,"{5: 1714, 11: 646, 9: 631, -8: 590, 1: 463, 6: 434, 10: 301, 50: 221, -9: 184, -10: 60}"
dh11a,int64,0.0,11,"{1: 2287, -10: 1263, 2: 772, 3: 647, 4: 195, 5: 40, -9: 20, 6: 11, 7: 6, 8: 4}"
dh04,int64,0.0,11,"{2: 2287, 1: 1181, 3: 772, 4: 647, 5: 195, -32: 102, 6: 40, 7: 11, 8: 6, 9: 4}"
hh8yborn,int64,0.0,11,"{-10: 5235, 2022: 2, 2007: 1, 2020: 1, 2016: 1, 2023: 1, 2011: 1, 2013: 1, 2018: 1, -9: 1}"
hh8age,int64,0.0,11,"{-10: 5235, 1: 2, 16: 1, 3: 1, 7: 1, 0: 1, 12: 1, 10: 1, 5: 1, -32: 1}"
vm17,int64,0.0,11,"{-11: 1647, 7: 1344, 6: 567, 4: 442, 5: 353, -8: 339, 1: 176, -9: 175, 3: 106, 2: 96}"
vm18,int64,0.0,11,"{-11: 1647, 1: 835, 4: 664, -8: 391, 2: 359, 7: 352, 5: 291, 3: 275, 6: 254, -9: 177}"
vm19,int64,0.0,11,"{-11: 1647, 7: 1540, 6: 769, 5: 372, -8: 288, 4: 279, 1: 146, 3: 73, -9: 68, 2: 59}"
vm20,int64,0.0,11,"{-11: 1647, 7: 747, 4: 594, 6: 539, 5: 461, 1: 377, -8: 364, 2: 242, 3: 199, -9: 73}"
vm21,int64,0.0,11,"{-11: 1647, 4: 862, 1: 548, -8: 494, 5: 367, 2: 340, 7: 318, 6: 311, 3: 284, -9: 72}"
rb07,int64,0.0,12,"{1: 2030, 2: 557, 3: 436, 8: 400, 7: 393, 6: 360, 5: 324, 10: 295, 4: 230, 9: 198}"
pa01,int64,0.0,12,"{5: 1381, 6: 1001, 3: 751, 4: 672, 7: 407, 2: 250, 8: 227, -9: 225, 1: 186, 9: 65}"
dw01a,int64,0.0,12,"{-10: 3306, 5: 1024, 6: 474, 4: 160, 3: 117, -9: 90, 2: 26, 1: 15, 8: 13, -41: 9}"
