variable,dtype,missing_share,nunique,top_values
scdw01,int64,0.0,12,"{-10: 3661, 5: 985, 6: 277, 4: 116, 3: 110, 2: 41, -9: 36, -41: 6, 1: 5, 8: 5}"
mde01,int64,0.0,12,"{5: 1207, 1: 1130, 6: 1119, -8: 578, 11: 445, 9: 277, -9: 216, 10: 142, 50: 92, -33: 31}"
hh5kin,int64,0.0,12,"{-10: 4989, 3: 169, 5: 45, -9: 17, 4: 7, 16: 6, 7: 5, 6: 3, 1: 2, 12: 1}"
xs08,int64,0.0,12,"{-15: 3243, 0: 1452, 1: 370, 2: 106, 3: 44, 4: 13, 5: 7, 7: 4, 6: 3, 8: 2}"
rb14,int64,0.0,13,"{1: 1983, 2: 603, 3: 493, 6: 334, 5: 333, 7: 303, 4: 294, 8: 285, -6: 219, 10: 199}"
dw01,int64,0.0,13,"{-10: 2263, 5: 1900, 6: 482, 3: 194, 4: 190, 7: 73, 2: 62, -9: 47, 8: 13, 1: 13}"
ru01,int64,0.0,13,"{0: 1559, 5: 461, 2: 459, 3: 432, 8: 407, 7: 383, 10: 340, 6: 319, 1: 290, 4: 281}"
dk06,int64,0.0,13,"{-10: 2940, 2: 1011, 1: 868, 3: 290, 4: 95, 5: 21, -9: 8, -41: 5, 8: 3, 6: 2}"
ru02,int64,0.0,13,"{-10: 1805, 0: 1269, 5: 393, 2: 270, 3: 250, 1: 236, 7: 212, 8: 209, 6: 205, 4: 203}"
pv01,int64,0.0,13,"{1: 988, 2: 781, 4: 752, -8: 603, 42: 480, 3: 325, -7: 306, 6: 260, 91: 236, -50: 186}"
ls01,int64,0.0,13,"{8: 1506, 7: 998, 9: 868, 10: 533, 6: 416, 5: 413, 4: 174, 3: 120, 2: 81, -9: 81}"
hh6mborn,int64,0.0,14,"{-10: 3555, -15: 1656, 12: 5, 9: 5, 1: 4, 6: 4, 4: 4, 7: 3, 5: 3, 10: 2}"
xs09,int64,0.0,14,"{-15: 3243, 2: 863, 3: 416, 1: 295, 4: 203, 5: 103, 6: 55, 7: 33, 8: 23, 9: 7}"
mborn,int64,0.0,15,"{4: 485, 3: 464, 5: 457, 6: 446, 8: 442, 7: 439, 1: 427, 12: 422, 2: 421, 9: 410}"
scmborn,int64,0.0,15,"{-10: 2403, 9: 264, 1: 257, 3: 252, 5: 244, 11: 237, 6: 233, 10: 226, 2: 222, 4: 218}"
pmborn,int64,0.0,15,"{-10: 4223, 5: 99, 8: 94, 9: 94, 2: 87, 4: 86, 12: 84, 10: 82, 6: 80, 3: 78}"
hh2mborn,int64,0.0,15,"{-15: 1656, -10: 851, 3: 248, 9: 243, 5: 241, 4: 229, 1: 226, 6: 223, 8: 219, 2: 218}"
hh3mborn,int64,0.0,15,"{-10: 2354, -15: 1656, 9: 117, 3: 111, 1: 110, 8: 106, 5: 100, 6: 97, 10: 93, 7: 92}"
hh4kin,int64,0.0,15,"{-10: 4342, 3: 677, 5: 124, -9: 31, 4: 22, 16: 12, 8: 11, 11: 7, 2: 6, 1: 4}"
hh4mborn,int64,0.0,15,"{-10: 2919, -15: 1656, 9: 67, 8: 63, 12: 60, 6: 58, 10: 55, 5: 53, 7: 52, 3: 50}"
hh5mborn,int64,0.0,15,"{-10: 3403, -15: 1656, 7: 21, 1: 19, 5: 19, 8: 18, 11: 16, 10: 16, 6: 15, 4: 14}"
dh14,int64,0.0,15,"{1: 1631, 5: 1000, 3: 645, 4: 636, 2: 409, -32: 291, 6: 182, 15: 163, 8: 85, 7: 67}"
hh7age,int64,0.0,16,"{-10: 5224, -32: 4, 0: 3, 6: 2, 11: 2, 17: 1, 25: 1, 3: 1, 9: 1, 15: 1}"
hh2kin,int64,0.0,17,"{1: 2670, -10: 1283, 2: 595, 8: 291, 3: 198, 16: 76, -9: 55, 5: 22, 10: 16, 9: 9}"
dh13,int64,0.0,17,"{111: 1627, 211: 1061, 151: 664, 152: 490, 121: 293, 141: 253, -32: 216, 221: 146, 122: 115, 142: 102}"
land,int64,0.0,17,"{50: 886, 90: 694, 80: 556, 140: 464, 30: 434, 60: 355, 120: 310, 150: 270, 160: 231, 130: 230}"
fdw01,int64,0.0,18,"{6: 1695, 5: 1622, 3: 481, 4: 420, -54: 206, 1: 167, -9: 164, -8: 143, 2: 81, -50: 74}"
mdw01,int64,0.0,18,"{5: 1657, -56: 1546, 6: 1049, 3: 201, 8: 133, -9: 131, 4: 130, -8: 66, 1: 64, -51: 50}"
hh3kin,int64,0.0,18,"{-10: 3570, 3: 1231, 8: 188, 4: 79, 16: 42, 5: 41, -9: 36, 1: 25, 2: 9, 11: 5}"
hh7yborn,int64,0.0,18,"{-10: 5224, -9: 4, 2012: 2, 2023: 2, 2008: 1, 2022: 1, 2015: 1, 2010: 1, 2018: 1, 2009: 1}"
hh6age,int64,0.0,21,"{-10: 5184, 7: 6, 2: 6, 8: 6, 6: 4, 17: 4, -32: 4, 3: 4, 5: 4, 14: 3}"
dg10,int64,0.0,22,"{8: 809, 2: 556, 1: 483, 15: 460, 7: 428, 95: 427, 16: 297, 6: 296, 12: 262, 17: 245}"
hh6yborn,int64,0.0,22,"{-10: 5184, 2016: 6, 2021: 6, 2018: 5, 2015: 5, 2014: 5, -9: 4, 2012: 4, 2006: 4, 2019: 3}"
xt04,int64,0.0,24,"{16: 539, 15: 527, 10: 464, 14: 460, 17: 440, 13: 377, 11: 374, 18: 363, 9: 361, 12: 340}"
kh5age,int64,0.0,25,"{-10: 5212, -32: 9, 28: 2, 50: 2, 57: 1, 48: 1, 11: 1, 32: 1, 53: 1, 29: 1}"
xt07,int64,0.0,25,"{17: 539, 16: 506, 18: 481, 15: 450, 11: 436, 12: 401, 14: 393, 19: 359, 10: 346, 13: 330}"
kh5yborn,int64,0.0,26,"{-10: 5212, -41: 5, -9: 4, 1994: 2, 1972: 2, 1988: 1, 1966: 1, 1974: 1, 2012: 1, 1990: 1}"
dn02,int64,0.0,27,"{-10: 5070, -9: 28, 152: 21, 100: 18, 160: 16, 154: 11, 163: 8, 475: 8, 368: 7, 148: 6}"
di07c,int64,0.0,28,"{-32: 897, 13: 528, 14: 381, 15: 369, 9: 319, 11: 312, 12: 285, 16: 279, 10: 263, 8: 226}"
di08c,int64,0.0,28,"{-32: 926, 15: 541, 14: 410, 13: 404, 19: 377, 17: 363, 16: 311, 18: 229, 20: 226, 12: 226}"
incc,int64,0.0,30,"{15: 447, 13: 418, 14: 378, -9: 362, 19: 335, 16: 322, 17: 295, -50: 251, 9: 248, 20: 232}"
hhincc,int64,0.0,30,"{-9: 696, 19: 448, 23: 404, 20: 390, 21: 347, 24: 321, 22: 299, 15: 292, 17: 254, 16: 224}"
xt12a,int64,0.0,30,"{-15: 3590, 1: 205, 5: 173, 12: 147, 2: 110, 14: 110, 3: 82, 29: 77, 19: 65, 7: 63}"
di02b,int64,0.0,31,"{-10: 2986, -9: 565, 19: 185, 20: 170, 21: 157, 23: 150, 22: 136, -41: 136, 24: 117, 18: 98}"
di06,int64,0.0,31,"{-10: 2287, -9: 696, 19: 209, 20: 187, 21: 167, 23: 151, -32: 142, 22: 139, 15: 138, 16: 132}"
di02a,int64,0.0,32,"{-10: 2702, -9: 362, 14: 198, 15: 190, 13: 169, 16: 156, 19: 130, 9: 121, 18: 117, 12: 116}"
scdw02,int64,0.0,33,"{-10: 3661, 52: 407, 53: 353, 62: 170, 51: 111, 54: 90, 42: 56, 61: 49, 20: 48, -9: 36}"
pdw02,int64,0.0,33,"{-10: 4496, 52: 187, 53: 167, 62: 71, 51: 58, 20: 34, 61: 31, 54: 30, 42: 26, 50: 18}"
xt12,int64,0.0,33,"{27: 409, 26: 343, 28: 339, 29: 301, 30: 282, 11: 213, 2: 208, 12: 207, 9: 205, 10: 204}"
xt01,int64,0.0,34,"{27: 433, 26: 366, 28: 332, 29: 298, 30: 279, 11: 216, 2: 205, 12: 205, 8: 200, 9: 200}"
dw02a,int64,0.0,35,"{-10: 3306, 52: 408, 53: 342, 62: 269, 51: 174, -9: 90, 61: 81, 54: 73, 42: 69, 60: 53}"
meseg,int64,0.0,35,"{99: 1546, 1: 523, 71: 466, 51: 355, -32: 238, 33: 214, 32: 205, 25: 157, 72: 133, 73: 132}"
wghtht,float64,0.0,35,"{0.8481948678353836: 791, 0.8466295141816221: 657, 0.8315913065862114: 568, 0.7991161112025446: 413, 0.8450909095580141: 312, 1.6963897356707671: 310, 0.789612212945995: 275, 1.6932590283632443: 273, 0.0: 258, 1.6631826131724228: 253}"
wghthtew,float64,0.0,35,"{1.0565796448930596: 791, 1.0120626251650213: 657, 1.004940771102478: 568, 0.41416102694314644: 413, 0.4773561642194508: 312, 2.113159289786119: 310, 0.43554210421982625: 275, 2.0241252503300426: 273, 0.0: 258, 2.009881542204956: 253}"
sceseg,int64,0.0,36,"{-10: 2403, 80: 944, 99: 203, 1: 170, 21: 128, 51: 122, 33: 109, 32: 94, 71: 91, 13: 91}"
peseg,int64,0.0,36,"{-10: 4223, 80: 112, 91: 87, 1: 85, 33: 64, 51: 52, 21: 51, 99: 50, 71: 50, 32: 49}"
feseg,int64,0.0,37,"{1: 581, -32: 537, 63: 455, 31: 328, 65: 292, 13: 260, 21: 244, 61: 244, 33: 199, 64: 186}"
hh5yborn,int64,0.0,37,"{-10: 4989, 2011: 15, 2012: 15, 2016: 15, 2008: 15, -9: 14, 2021: 13, 2017: 13, 2018: 13, 2015: 12}"
hh5age,int64,0.0,37,"{-10: 4989, 12: 20, 6: 15, -32: 15, 14: 14, 2: 14, 8: 13, 16: 13, 1: 13, 9: 12}"
xi05,int64,0.0,37,"{-15: 3243, 12: 189, 5: 134, 9: 127, 6: 111, 16: 110, 7: 108, 4: 107, 17: 95, 13: 92}"
dw02,int64,0.0,38,"{-10: 2263, 52: 767, 53: 758, 62: 277, 51: 232, 54: 107, 42: 107, 20: 103, 61: 97, 22: 54}"
fdw02,int64,0.0,40,"{62: 954, 53: 571, 52: 535, 61: 315, -54: 206, 51: 194, 22: 184, 54: 171, 60: 165, -9: 164}"
dm06,int64,0.0,41,"{-10: 4798, 100: 136, 400: 29, 154: 25, 152: 24, 475: 23, -41: 21, 163: 17, 166: 16, 200: 14}"
mdw02,int64,0.0,41,"{-56: 1546, 52: 779, 51: 617, 62: 423, 61: 308, 60: 294, 53: 193, 30: 133, -9: 131, 20: 86}"
xt14a,int64,0.0,41,"{-15: 3590, 20230601: 204, 20230605: 136, 20230612: 128, 20230602: 110, 20230614: 96, 20230703: 82, 20230629: 77, 20230607: 63, 20230704: 59}"
dn01,int64,0.0,42,"{0: 4875, 100: 38, 163: 32, 166: 31, -9: 28, 137: 18, 152: 17, 475: 16, 154: 15, 400: 13}"
eseg,int64,0.0,43,"{82: 317, 33: 305, 83: 289, 99: 277, 91: 256, 21: 248, 51: 240, 86: 236, 1: 234, 71: 202}"
xi03,int64,0.0,43,"{-15: 3243, 61: 154, 73: 146, 75: 116, 71: 113, 72: 111, 66: 105, 69: 95, 67: 95, 54: 90}"
fdm01,int64,0.0,45,"{0: 3825, 996: 504, 100: 256, 163: 77, -9: 65, 152: 57, -8: 46, 400: 36, 154: 36, 151: 36}"
mdm01,int64,0.0,47,"{0: 3868, 996: 512, 100: 245, 163: 76, -9: 71, 152: 63, 400: 41, 154: 39, 475: 25, -8: 22}"
kh4age,int64,0.0,47,"{-10: 5117, -32: 17, 35: 6, 52: 6, 39: 5, 33: 5, 26: 5, 20: 4, 30: 4, 44: 4}"
hh4age,int64,0.0,48,"{-10: 4342, -32: 54, 5: 48, 15: 46, 18: 45, 7: 45, 13: 45, 3: 38, 6: 38, 4: 37}"
kh4yborn,int64,0.0,48,"{-10: 5117, -9: 12, 1970: 7, 1983: 6, 2002: 6, 1989: 5, 1987: 5, 1996: 5, -41: 5, 1990: 4}"
hh4yborn,int64,0.0,52,"{-10: 4342, -9: 54, 2016: 44, 2018: 43, 2017: 42, 2012: 40, 2007: 39, 2005: 39, 2015: 38, 2021: 37}"
psiops88,int64,0.0,54,"{-10: 4496, -32: 70, 60: 64, 46: 52, 50: 47, 44: 39, 57: 34, 42: 31, 53: 28, 37: 25}"
kh3age,int64,0.0,54,"{-10: 4827, -32: 27, 34: 23, 33: 18, 30: 17, 29: 16, 35: 15, 36: 15, 31: 13, 38: 13}"
pisei88,int64,0.0,57,"{-10: 4496, 69: 98, -32: 70, 51: 54, 38: 51, 55: 28, 33: 27, 56: 24, 29: 23, 30: 21}"
siops88,int64,0.0,59,"{-10: 2263, 60: 247, -32: 205, 50: 180, 46: 178, 49: 153, 53: 149, 44: 127, 32: 109, 42: 108}"
siops88a,int64,0.0,59,"{-10: 3306, 60: 160, -32: 135, 46: 119, 32: 117, 44: 101, 50: 86, 37: 78, 49: 75, 53: 72}"
scsiop88,int64,0.0,59,"{-10: 3661, -32: 150, 60: 128, 50: 97, 49: 84, 46: 76, 37: 73, 32: 66, 42: 63, 53: 62}"
msiops88,int64,0.0,59,"{-10: 1861, -32: 514, 32: 344, 37: 172, 60: 167, 53: 155, 44: 155, 49: 150, 38: 150, 21: 134}"
kh3yborn,int64,0.0,59,"{-10: 4827, 1988: 22, -9: 21, 1994: 19, 1990: 17, 1989: 16, 1991: 16, 1986: 15, 1992: 15, 1984: 13}"
isei88a,int64,0.0,60,"{-10: 3306, 69: 183, 51: 159, -32: 135, 43: 109, 38: 101, 30: 95, 39: 75, 56: 66, 29: 64}"
scisei88,int64,0.0,60,"{-10: 3661, 69: 172, -32: 150, 51: 142, 38: 82, 39: 68, 30: 66, 43: 58, 56: 50, 71: 47}"
misei88,int64,0.0,60,"{-10: 1861, -32: 514, 43: 331, 51: 255, 38: 233, 16: 185, 69: 181, 23: 154, 39: 152, 30: 142}"
dw37,float64,0.0,61,"{-10.0: 4855, 10.0: 62, 20.0: 48, 8.0: 27, 15.0: 26, 12.0: 21, 6.0: 18, 5.0: 16, 7.0: 13, 30.0: 13}"
fsiops88,int64,0.0,61,"{-10: 598, -32: 564, 60: 328, 38: 307, 40: 244, 34: 238, 31: 226, 44: 218, 46: 214, 42: 171}"
xt05,int64,0.0,61,"{0: 709, 30: 365, 5: 194, 15: 187, 45: 183, 10: 169, -9: 142, 50: 136, 20: 127, 55: 125}"
xt08,int64,0.0,61,"{0: 463, 30: 352, 45: 239, 10: 220, 15: 220, 20: 158, 5: 152, 50: 148, 35: 145, 40: 143}"
isei88,int64,0.0,63,"{-10: 2263, 69: 353, 51: 271, -32: 205, 38: 183, 56: 137, 43: 120, 30: 108, 53: 92, 52: 91}"
fisei88,int64,0.0,63,"{-10: 598, -32: 564, 30: 425, 69: 358, 33: 284, 23: 281, 29: 269, 51: 227, 34: 202, 67: 138}"
kh2age,int64,0.0,66,"{-10: 3816, 36: 58, 35: 58, 37: 56, 33: 52, -32: 50, 32: 49, 41: 49, 40: 47, 42: 46}"
kh2yborn,int64,0.0,67,"{-10: 3816, 1987: 57, 1986: 56, 1981: 54, 1985: 52, 1988: 52, 1989: 50, 1990: 50, 1982: 46, 1980: 46}"
dw12a,int64,0.0,69,"{-10: 3006, -50: 300, 63: 194, 65: 182, 64: 174, 60: 165, 62: 111, 66: 103, -32: 79, 61: 78}"
dw12b,int64,0.0,72,"{-10: 3006, -50: 300, 1: 140, 2: 118, 3: 112, 4: 104, 6: 82, 8: 82, 5: 79, 9: 76}"
dw19,int64,0.0,73,"{-10: 4709, 52: 62, 13: 53, 8: 50, 26: 48, 4: 33, 104: 27, 17: 23, 34: 19, -9: 16}"
dw12,int64,0.0,73,"{-10: 3006, -50: 300, 2022: 140, 2021: 118, 2020: 112, 2019: 104, 2017: 82, 2015: 82, 2018: 79, 2014: 76}"
kh1age,int64,0.0,73,"{-10: 2948, 41: 76, 42: 75, 35: 74, 33: 74, -32: 73, 40: 72, 36: 71, 34: 70, 32: 69}"
scage,int64,0.0,75,"{-10: 2403, 61: 81, 59: 80, 63: 79, 55: 78, 54: 78, 64: 75, 65: 75, 57: 71, 67: 68}"
page,int64,0.0,75,"{-10: 4223, 24: 41, 27: 38, 29: 36, 34: 34, 33: 32, 26: 29, 28: 29, 42: 28, 23: 27}"
kh1yborn,int64,0.0,75,"{-10: 2948, 1990: 78, 1986: 76, 1981: 74, 1984: 72, 1982: 72, 1987: 71, 1989: 71, 1980: 71, -9: 67}"
rd21,int64,0.0,77,"{-10: 3987, 1990: 63, 2022: 56, 2021: 56, 2020: 44, 2023: 41, 2000: 40, 2015: 35, 2018: 34, 2013: 34}"
scyborn,int64,0.0,77,"{-10: 2403, 1959: 81, 1968: 79, 1964: 79, 1967: 77, 1956: 75, 1961: 75, 1962: 71, 1958: 69, 1965: 68}"
pyborn,int64,0.0,77,"{-10: 4223, 1998: 39, 1996: 37, 1993: 34, 1995: 33, 1988: 31, 1994: 30, 1989: 30, 1991: 28, 1986: 27}"
hh3age,int64,0.0,78,"{-10: 3570, 18: 81, 19: 80, -32: 74, 17: 72, 11: 59, 9: 54, 8: 53, 14: 53, 7: 53}"
yborn,int64,0.0,80,"{1963: 134, 1964: 119, 1969: 119, 1961: 115, 1952: 110, 1965: 107, 1967: 105, 1960: 103, 1959: 100, 1966: 100}"
age,int64,0.0,80,"{59: 138, 60: 117, 54: 111, 57: 108, 62: 107, 64: 102, 55: 101, 58: 99, 61: 99, 56: 98}"
hh3yborn,int64,0.0,80,"{-10: 3570, 2005: 82, -9: 74, 2004: 73, 2003: 68, 2012: 61, 2007: 61, 2006: 59, 2010: 57, 2015: 56}"
dm02,int64,0.0,82,"{-10: 4586, 2022: 40, 1945: 34, 2015: 27, 1990: 22, 2016: 21, 2021: 21, 1989: 19, 2018: 18, 2019: 16}"
dm03,int64,0.0,82,"{-10: 4586, 1: 40, 78: 34, 8: 27, 33: 22, 7: 21, 2: 21, 34: 19, 5: 18, 4: 16}"
dw23,int64,0.0,85,"{-10: 4918, -9: 42, 520: 30, 104: 29, 52: 26, 26: 18, 156: 10, 8: 10, -41: 9, 4: 8}"
dh17,int64,0.0,97,"{59: 117, -32: 115, 18: 105, 64: 102, 60: 102, 1: 93, 67: 92, 19: 90, 57: 89, 70: 89}"
hh2age,int64,0.0,99,"{-10: 1283, 55: 103, -32: 100, 54: 98, 59: 97, 58: 91, 64: 87, 61: 87, 57: 87, 53: 85}"
hh2yborn,int64,0.0,100,"{-10: 1283, 1964: 112, -9: 99, 1968: 95, 1969: 95, 1967: 93, 1959: 91, 1961: 87, 1956: 86, 1965: 83}"
dw15,float64,0.0,114,"{-10.0: 2263, 40.0: 742, 30.0: 200, 45.0: 178, 50.0: 172, 39.0: 160, 35.0: 150, 38.0: 110, 20.0: 110, 42.0: 88}"
xt03,int64,0.0,133,"{20230526: 292, 20230527: 221, 20230530: 209, 20230529: 198, 20230627: 170, 20230528: 168, 20230531: 152, -32: 144, 20230609: 141, 20230611: 127}"
xt14,int64,0.0,134,"{20230526: 265, 20230527: 209, 20230530: 205, 20230529: 196, 20230528: 169, 20230531: 161, 20230627: 159, 20230609: 147, 20230612: 127, 20230610: 125}"
psiops08,float64,0.0,137,"{-10.0: 4496, -32.0: 84, 44.0: 32, 42.78: 28, 48.81: 24, 62.63: 22, 49.0: 22, 51.0: 21, 42.09: 20, 45.94: 17}"
xi01,int64,0.0,147,"{-15: 3243, 52: 50, 98: 45, 87: 42, 71: 37, 107: 36, 131: 36, 121: 36, 81: 36, 23: 35}"
msiops08,float64,0.0,159,"{-10.0: 1861, -32.0: 554, 42.78: 333, 42.09: 183, 44.0: 147, 20.0: 134, 43.53: 132, 49.0: 105, 62.63: 104, 43.81: 88}"
pisco88,int64,0.0,162,"{-10: 4496, -9: 59, 2320: 24, 3419: 23, 3231: 21, 2419: 21, 3320: 19, 1300: 18, 2149: 18, 4190: 16}"
scsiop08,float64,0.0,164,"{-10.0: 3661, -32.0: 161, 44.0: 64, 42.09: 58, 49.0: 57, 42.78: 49, 51.0: 48, 62.63: 43, 48.81: 40, 45.94: 33}"
siops08a,float64,0.0,173,"{-10.0: 3306, -32.0: 138, 42.78: 129, 44.0: 75, 62.63: 73, 42.09: 73, 34.0: 59, 49.0: 56, 48.81: 50, 45.94: 47}"
siops08,float64,0.0,175,"{-10.0: 2263, -32.0: 212, 44.0: 133, 49.0: 118, 42.78: 106, 51.0: 105, 48.81: 88, 42.09: 87, 54.64: 64, 62.63: 61}"
di01b,int64,0.0,179,"{-15: 1656, -7: 900, -10: 831, 5000: 120, 4000: 113, 3000: 104, 4500: 100, 3500: 96, -9: 82, 6000: 71}"
fsiops08,float64,0.0,185,"{-32.0: 637, -10.0: 598, 45.94: 254, 43.53: 239, 34.0: 122, 33.0: 112, 39.96: 101, 30.76: 87, 54.64: 82, 44.0: 81}"
pisei08,float64,0.0,186,"{-10.0: 4496, -32.0: 84, 28.48: 24, 56.0: 23, 82.41: 22, 43.33: 20, 52.72: 19, 74.66: 15, 73.91: 13, 54.55: 13}"
xs11,int64,0.0,191,"{90: 174, 91: 101, 184: 100, 135: 93, 187: 84, 89: 79, 171: 73, 14: 63, 10: 48, 113: 41}"
scisco88,int64,0.0,200,"{-10: 3661, -9: 119, 2320: 55, 1300: 52, 4190: 51, 2419: 40, 5220: 37, 3231: 35, 3320: 32, 5132: 32}"
pisco08,int64,0.0,213,"{-10: 4496, -9: 59, 5223: 24, -33: 23, 3221: 23, 2330: 22, 4110: 20, 3412: 19, 3343: 13, 3322: 12}"
isco88a,int64,0.0,218,"{-10: 3306, -9: 97, 5220: 91, 2320: 84, 4190: 56, 3231: 45, 1300: 38, 3320: 34, 3431: 33, 3433: 31}"
scisei08,float64,0.0,220,"{-10.0: 3661, -32.0: 161, 43.33: 58, 56.0: 46, 52.72: 45, 28.48: 44, 82.41: 43, 74.66: 34, 40.54: 24, 73.91: 22}"
misco88,int64,0.0,223,"{-10: 1861, -9: 309, 5220: 297, -33: 184, 4190: 127, 2320: 121, 3231: 120, 9132: 116, 3433: 92, 6100: 88}"
isco88,int64,0.0,234,"{-10: 2263, -9: 160, 2419: 86, 2320: 82, 2446: 75, 3320: 75, 3231: 73, 5220: 73, 1300: 71, 4190: 60}"
isei08a,float64,0.0,234,"{-10.0: 3306, -32.0: 138, 28.48: 112, 82.41: 73, 43.33: 73, 56.0: 52, 52.72: 42, 65.01: 34, 40.54: 31, 31.72: 27}"
misei08,float64,0.0,238,"{-10.0: 1861, -32.0: 554, 28.48: 323, 43.33: 183, 56.0: 130, 14.21: 123, 82.41: 104, 52.72: 91, 55.25: 88, 17.79: 86}"
fisco88,int64,0.0,245,"{-10: 598, -9: 413, 6100: 174, 1300: 118, 7214: 108, 8322: 103, 2320: 102, -33: 101, 7233: 96, 7122: 90}"
di05,int64,0.0,245,"{-15: 1656, -7: 1085, 5000: 129, 3000: 120, 4000: 120, 3500: 111, 4500: 103, -9: 96, -32: 91, 2500: 78}"
isei08,float64,0.0,249,"{-10.0: 2263, -32.0: 212, 28.48: 99, 56.0: 95, 52.72: 89, 43.33: 87, 74.66: 79, 82.41: 61, 73.91: 56, 57.03: 47}"
hhinc,int64,0.0,262,"{-9: 696, 5500: 215, 3250: 212, 3750: 188, 4250: 169, -32: 142, 4750: 139, 2125: 138, 2375: 132, 2875: 131}"
scisco08,int64,0.0,263,"{-10: 3661, -9: 119, 4110: 58, 3221: 46, 3412: 45, 5223: 44, 2330: 43, -33: 36, 3122: 24, 2144: 19}"
misco08,int64,0.0,270,"{-10: 1861, 5223: 323, -9: 309, -33: 226, 4110: 184, 3221: 131, 9112: 125, 2330: 104, 3412: 91, 6130: 88}"
fisei08,float64,0.0,272,"{-32.0: 637, -10.0: 598, 17.79: 178, 40.54: 165, 33.16: 101, 25.95: 90, 37.83: 89, 30.34: 84, 82.41: 80, 22.57: 79}"
isco08a,int64,0.0,280,"{-10: 3306, 5223: 111, -9: 97, 2330: 73, 4110: 73, 3221: 52, 3412: 42, -33: 32, 3122: 31, 7233: 27}"
isco08,int64,0.0,307,"{-10: 2263, -9: 160, 3221: 95, 5223: 95, 3412: 89, 4110: 87, 2330: 61, 2512: 50, 3322: 47, -33: 46}"
fisco08,int64,0.0,317,"{-10: 598, -9: 413, -33: 222, 6130: 178, 3122: 165, 7222: 101, 8332: 90, 3123: 88, 8322: 84, 2330: 80}"
di01a,int64,0.0,336,"{-15: 1656, -7: 815, -50: 201, 2000: 122, 2500: 115, 3000: 111, 1500: 102, 1800: 80, 2300: 73, 1300: 71}"
inc,int64,0.0,352,"{-9: 362, -50: 251, 1875: 198, 2125: 190, 1625: 169, 2375: 156, 3250: 134, 2000: 122, 1063: 121, 2875: 117}"
di07,int64,0.0,375,"{-32: 897, 1625: 173, 1875: 151, 2125: 147, 1500: 134, 2000: 124, 1188: 123, 1063: 119, 2375: 112, 1438: 112}"
di08,int64,0.0,579,"{-32: 926, 2500: 145, 2167: 130, 2000: 114, 3667: 88, 2833: 84, 3333: 80, 2125: 80, 1750: 78, 1875: 71}"
xt10,int64,0.0,581,"{-32: 220, 60: 216, 75: 153, 45: 132, 70: 127, 55: 126, 90: 119, 65: 118, 50: 110, 30: 90}"
xt06,float64,0.0,936,"{-32.0: 142, 15.0: 81, 16.0: 79, 10.0: 72, 11.0: 66, 14.0: 66, 18.0: 55, 17.0: 53, 12.0: 50, 13.0: 42}"
xt09,float64,0.0,958,"{-32.0: 70, 16.0: 51, 18.0: 43, 17.3: 42, 12.0: 42, 14.0: 41, 17.0: 39, 15.3: 39, 11.0: 39, 15.0: 37}"
respid,int64,0.0,5246,"{1: 1, 3485: 1, 3503: 1, 3502: 1, 3501: 1, 3500: 1, 3499: 1, 3498: 1, 3497: 1, 3496: 1}"
