sample,n,treated_share_w,y_mean_w,naive_diff_w,ate_aipw,se,ci_low,ci_high,ate_from_mean_cate_hat,e_hat_q01_q05_q50_q95_q99
yborn<=1990_party_choosers,2950,0.17346984403437898,0.1092403295823257,0.12860050985813853,0.14562759447331303,0.017287805776326166,0.11174349515171375,0.1795116937949123,0.1459605996747822,"[np.float64(0.08400542961120191), np.float64(0.09434936690506363), np.float64(0.16830528965908437), np.float64(0.2808255885440573), np.float64(0.32158614355929704)]"
