yborn_bin,n,cate_mean_w
1946-55,535,0.10666837683149001
1956-65,727,0.20630421980592345
1966-75,575,0.2025071840726067
1976-85,473,0.12618846225498245
1986-90,277,0.09792515724815756
<=1945,363,0.053883818687700896
