n,treated_share_w,y_mean_w,ate_from_aipw_mean_psi,ate_from_mean_cate_hat,e_hat_q01_q05_q50_q95_q99
3509,0.19430032149043783,0.10441186721419098,0.127947225798885,0.12855961625865203,"[np.float64(0.141829746478858), np.float64(0.14906904652903402), np.float64(0.19248030149724954), np.float64(0.24470320602712003), np.float64(0.26204520361633843)]"
